id,sku,http_status,ok,payload_keys,price_fields_written,error
3821,7351-EX12,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3820,7230,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3818,7160-2,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3816,7160-1,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3814,6557-50,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3813,6377-25W,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3812,6297-1A,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3811,6295-1A,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3810,A1-6294,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3808,6293-2,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3807,6293-1,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3805,6291-1,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3804,6282-1601,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3802,6282-1203,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3801,6282-1201,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3800,6282-1102,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3799,6229-80,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3798,6229-60,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3796,6215-60,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3795,6210-80,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3794,5024,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
3793,A20-4831,401,False,description|meta_description|meta_title|short_description|specifications,none,"{""error_code"": ""UNAUTHORIZED"", ""message"": ""Could not validate credentials"", ""details"": []}"
