brand,brand_id,sku,name,description,category_id,category_name,category_confidence,price_raw,price_currency,base_price_toman,price_is_inquiry,accuracy,size_range,size_label_fa,specifications_json,section_title,source_file,source_row_hint,parse_flags
Dasqua | داسکوا,4,2210-8106,کولیس دیجیتال ابسلوت ضد آب — 0-150mm,کولیس دیجیتال ابسلوت ضد آب,57,انواع کولیس,high,"94,800,000",rial,9480000,false,0/01mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""ضدآب"": true, ""دیجیتال"": true}}",کولیس دیجیتال ابسلوت ضد آب,لیست قیمت داسکوا 14050212.pdf,line:144,
Dasqua | داسکوا,4,2220-3570,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1500mm/0-60,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"2,199,500,000",rial,219950000,false,0/01mm,0-1500mm/0-60,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1500mm/0-60""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:408,
Dasqua | داسکوا,4,2220-8103,کولیس اندازه گی — 0-500mm/4-20,کولیس اندازه گی,57,انواع کولیس,high,"261,400,000",rial,26140000,false,0/01mm,0-500mm/4-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/4-20""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه گی,لیست قیمت داسکوا 14050212.pdf,line:309,
Dasqua | داسکوا,4,2220-8104,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-200mm/0-8,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"123,500,000",rial,12350000,false,0/01mm,0-200mm/0-8,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm/0-8""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:381,
Dasqua | داسکوا,4,2220-8105,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-300mm/0-12,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"195,450,000",rial,19545000,false,0/01mm,0-300mm/0-12,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm/0-12""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:382,
Dasqua | داسکوا,4,2220-8110,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"596,250,000",rial,59625000,false,0/01mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:385,
Dasqua | داسکوا,4,2220-8115,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"740,250,000",rial,74025000,false,0/01mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:403,
Dasqua | داسکوا,4,2220-8117,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"719,650,000",rial,71965000,false,0/01mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:386,
Dasqua | داسکوا,4,2220-8130,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,624,050,000",rial,162405000,false,0/01mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:406,
Dasqua | داسکوا,4,2220-8135,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,891,250,000",rial,189125000,false,0/01mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:407,
Dasqua | داسکوا,4,2220-8150,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"801,850,000",rial,80185000,false,0/01mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:391,
Dasqua | داسکوا,4,2220-8155,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,665,050,000",rial,166505000,false,0/01mm,0-800mm/0-32,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-800mm/0-32""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:402,
Dasqua | داسکوا,4,2220-8170,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-300mm/0-12,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"405,150,000",rial,40515000,false,0/01mm,0-300mm/0-12,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm/0-12""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:383,
Dasqua | داسکوا,4,2220-8175,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"261,250,000",rial,26125000,false,0/01mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:384,
Dasqua | داسکوا,4,2220-8180,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"863,500,000",rial,86350000,false,0/01mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:387,
Dasqua | داسکوا,4,2220-8185,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,007,350,000",rial,100735000,false,0/01mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:388,
Dasqua | داسکوا,4,2220-8190,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"286,000,000",rial,28600000,false,0/01mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:389,
Dasqua | داسکوا,4,2220-8200,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"760,800,000",rial,76080000,false,0/01mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:390,
Dasqua | داسکوا,4,2220-8205,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"966,200,000",rial,96620000,false,0/01mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:392,
Dasqua | داسکوا,4,2220-8210,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,110,150,000",rial,111015000,false,0/01mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:393,
Dasqua | داسکوا,4,2220-8215,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"904,700,000",rial,90470000,false,0/01mm,0-800mm/0-32,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-800mm/0-32""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:394,
Dasqua | داسکوا,4,2220-8220,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,007,350,000",rial,100735000,false,0/01mm,0-800mm/0-32,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-800mm/0-32""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:401,
Dasqua | داسکوا,4,2220-8225,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"781,250,000",rial,78125000,false,0/01mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:404,
Dasqua | داسکوا,4,2220-8230,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,57,انواع کولیس,high,"1,171,850,000",rial,117185000,false,0/01mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک بلند استنلس استیل ‪ IP54خروج,لیست قیمت داسکوا 14050212.pdf,line:405,
Dasqua | داسکوا,4,2240-0025,کولیس اندازه گی — 0-25mm,کولیس اندازه گی,57,انواع کولیس,high,"261,400,000",rial,26140000,false,0/01mm,0-25mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه گی,لیست قیمت داسکوا 14050212.pdf,line:293,
Dasqua | داسکوا,4,2240-0026,کولیس اندازه گی — 0-200mm/ -8,کولیس اندازه گی,57,انواع کولیس,high,"306,500,000",rial,30650000,false,0/01mm,0-200mm/0/39-8,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm/0/39-8""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه گی,لیست قیمت داسکوا 14050212.pdf,line:297,
Dasqua | داسکوا,4,2240-0027,کولیس اندازه گی — 0-300mm/ -12,کولیس اندازه گی,57,انواع کولیس,high,"388,700,000",rial,38870000,false,0/01mm,0-300mm/0/39-12,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm/0/39-12""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه گی,لیست قیمت داسکوا 14050212.pdf,line:301,
Dasqua | داسکوا,4,2250-2105,کولیس عمق سنج دیجیتال با نوک — 0-150mm/0-6,کولیس عمق سنج دیجیتال با نوک,62,عمق سنج,high,"117,350,000",rial,11735000,false,0/01mm,0-150mm/0-6,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm/0-6""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس عمق سنج دیجیتال با نوک,لیست قیمت داسکوا 14050212.pdf,line:226,
Dasqua | داسکوا,4,2345-4005,ست 4عددي زاويه كوليس ديجيتال -پالستيیکي ،عمق سنج ديجيتال،تراز ديجيتال,ست 4عددي زاويه كوليس ديجيتال -پالستيیکي ،عمق سنج ديجيتال،تراز ديجيتال,71,تراز صنعتی,high,"4,250,000",rial,425000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",ست ‪ 4عددي زاويه كوليس ديجيتال ‪ -پالستيیکي ‪ ،عمق سنج ديجيتال‪،تراز ديجيتال,لیست قیمت داسکوا 14050212.pdf,line:3495,
Dasqua | داسکوا,4,2346-1015,پی گیج 51عددی 20 — 0-1015mm,پی گیج 51عددی 20,67,انواع گیج,high,"154,200,000",rial,15420000,false,,0-1015mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1015mm""}], ""dimensions"": [], ""features"": {}}",پی گیج ‪ 51عددی ‪20,لیست قیمت داسکوا 14050212.pdf,line:3484,
Dasqua | داسکوا,4,2406-1005,کولیس دیجیتال فک کارباید — 0-150mm,کولیس دیجیتال فک کارباید,57,انواع کولیس,high,"195,700,000",rial,19570000,false,0/01mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک کارباید,لیست قیمت داسکوا 14050212.pdf,line:149,
Dasqua | داسکوا,4,2406-1010,کولیس دیجیتال فک کارباید — 0-200mm,کولیس دیجیتال فک کارباید,57,انواع کولیس,high,"272,750,000",rial,27275000,false,0/01mm,0-200mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال فک کارباید,لیست قیمت داسکوا 14050212.pdf,line:150,
Dasqua | داسکوا,4,2410-8105,کولیس دیجیتال صفحه نمایش بزرگ — 0-150mm,کولیس دیجیتال صفحه نمایش بزرگ,57,انواع کولیس,high,"135,700,000",rial,13570000,false,0/01mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال صفحه نمایش بزرگ,لیست قیمت داسکوا 14050212.pdf,line:533,
Dasqua | داسکوا,4,2410-8110,کولیس دیجیتال صفحه نمایش بزرگ — 0-200mm,کولیس دیجیتال صفحه نمایش بزرگ,57,انواع کولیس,high,"156,450,000",rial,15645000,false,0/01mm,0-200mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال صفحه نمایش بزرگ,لیست قیمت داسکوا 14050212.pdf,line:536,
Dasqua | داسکوا,4,2570-5105,کولیس اندازه گی — 0-150mm/ -6,کولیس اندازه گی,57,انواع کولیس,high,"209,700,000",rial,20970000,false,0/01mm,0-150mm/0/39-6,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm/0/39-6""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه گی,لیست قیمت داسکوا 14050212.pdf,line:273,
Dasqua | داسکوا,4,2570-5110,کولیس اندازه ر,کولیس اندازه ر,57,انواع کولیس,high,"263,350,000",rial,26335000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه ر,لیست قیمت داسکوا 14050212.pdf,line:278,
Dasqua | داسکوا,4,2570-5115,کولیس اندازه ر,کولیس اندازه ر,57,انواع کولیس,high,"331,300,000",rial,33130000,false,0/47,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/47""}], ""dimensions"": [], ""features"": {}}",کولیس اندازه ر,لیست قیمت داسکوا 14050212.pdf,line:283,
Dasqua | داسکوا,4,2610-8105,کولیس دیجیتال ضد آب صفحه — 0-150mm,کولیس دیجیتال ضد آب صفحه,57,انواع کولیس,high,"102,900,000",rial,10290000,false,0/01mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""ضدآب"": true, ""دیجیتال"": true}}",کولیس دیجیتال ضد آب صفحه,لیست قیمت داسکوا 14050212.pdf,line:539,
Dasqua | داسکوا,4,2710-1105,کولیس ورنیه دو فک بلند — 0-300mm,کولیس ورنیه دو فک بلند,57,انواع کولیس,high,"277,600,000",rial,27760000,false,0/01mm,0-300mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه دو فک بلند,لیست قیمت داسکوا 14050212.pdf,line:374,
Dasqua | داسکوا,4,2805-0005,کولیس خط ی — 0-200mm,کولیس خط ی,57,انواع کولیس,high,"74,200,000",rial,7420000,false,0/1mm,0-200mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}",کولیس خط ی,لیست قیمت داسکوا 14050212.pdf,line:419,
Dasqua | داسکوا,4,3001-0105,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-300mm,/0- کولیس پایه دار (ارتفاع سنج )استنلس,69,ارتفاع سنج,high,"199,600,000",rial,19960000,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",‪0/02mm/0- کولیس پایه دار (ارتفاع سنج )استنلس,لیست قیمت داسکوا 14050212.pdf,line:424,
Dasqua | داسکوا,4,3001-0120,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-600mm,/0- کولیس پایه دار (ارتفاع سنج )استنلس,69,ارتفاع سنج,high,"380,500,000",rial,38050000,false,,0-600mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm""}], ""dimensions"": [], ""features"": {}}",‪0/02mm/0- کولیس پایه دار (ارتفاع سنج )استنلس,لیست قیمت داسکوا 14050212.pdf,line:427,
Dasqua | داسکوا,4,3001-0125,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-1000mm,/0- کولیس پایه دار (ارتفاع سنج )استنلس,69,ارتفاع سنج,high,"1,151,200,000",rial,115120000,false,,0-1000mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm""}], ""dimensions"": [], ""features"": {}}",‪0/02mm/0- کولیس پایه دار (ارتفاع سنج )استنلس,لیست قیمت داسکوا 14050212.pdf,line:430,
Dasqua | داسکوا,4,3001-1001,دنباله عمق سنج کولیس — 0-1001mm,دنباله عمق سنج کولیس,62,عمق سنج,high,"27,000,000",rial,2700000,false,,0-1001mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1001mm""}], ""dimensions"": [], ""features"": {}}",دنباله عمق سنج کولیس,لیست قیمت داسکوا 14050212.pdf,line:516,
Dasqua | داسکوا,4,3001-1901,عمق سنج مونوبالک ورنیه پایه اندازه — 0-150mm,عمق سنج مونوبالک ورنیه پایه اندازه,62,عمق سنج,high,"38,350,000",rial,3835000,false,0/02mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}",عمق سنج مونوبالک ورنیه پایه اندازه,لیست قیمت داسکوا 14050212.pdf,line:205,
Dasqua | داسکوا,4,3001-1903,عمق سنج مونوبالک ورنیه پایه اندازه — 0-200mm,عمق سنج مونوبالک ورنیه پایه اندازه,62,عمق سنج,high,"42,850,000",rial,4285000,false,0/02mm,0-200mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}",عمق سنج مونوبالک ورنیه پایه اندازه,لیست قیمت داسکوا 14050212.pdf,line:209,
Dasqua | داسکوا,4,3001-1905,عمق سنج مونوبالک ورنیه پایه اندازه — 0-300mm,عمق سنج مونوبالک ورنیه پایه اندازه,62,عمق سنج,high,"57,150,000",rial,5715000,false,0/02mm,0-300mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",عمق سنج مونوبالک ورنیه پایه اندازه,لیست قیمت داسکوا 14050212.pdf,line:213,
Dasqua | داسکوا,4,3004-0003,ساعتي -ديجيتال شارژی كوليس — 0-150mm,ساعتي -ديجيتال شارژی كوليس,59,ساعت اندیکاتور,medium,"193,450,000",rial,19345000,false,,0-150mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""شارژی"": true}}",ساعتي ‪-ديجيتال شارژی كوليس,لیست قیمت داسکوا 14050212.pdf,line:67,
Dasqua | داسکوا,4,3004-0005,ساعتي -ديجيتال كوليس پورتابل — 0-150mm,ساعتي -ديجيتال كوليس پورتابل,59,ساعت اندیکاتور,medium,"193,450,000",rial,19345000,false,,0-150mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}",ساعتي ‪-ديجيتال كوليس پورتابل,لیست قیمت داسکوا 14050212.pdf,line:62,
Dasqua | داسکوا,4,3004-1005,كوليس پورتابل ساعت — 0-200mm,كوليس پورتابل ساعت,59,ساعت اندیکاتور,medium,"246,650,000",rial,24665000,false,,0-200mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}",كوليس پورتابل ساعت,لیست قیمت داسکوا 14050212.pdf,line:72,
Dasqua | داسکوا,4,3004-2005,كوليس پورتابل ساعت — 0-300mm,كوليس پورتابل ساعت,59,ساعت اندیکاتور,medium,"297,000,000",rial,29700000,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",كوليس پورتابل ساعت,لیست قیمت داسکوا 14050212.pdf,line:77,
Dasqua | داسکوا,4,3110-6105,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر — 0-300mm,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر,69,ارتفاع سنج,high,"339,400,000",rial,33940000,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",‪0/02mm/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر,لیست قیمت داسکوا 14050212.pdf,line:451,
