brand,brand_id,sku,name,description,category_id,category_name,category_confidence,price_raw,price_currency,base_price_toman,price_is_inquiry,accuracy,size_range,size_label_fa,specifications_json,section_title,source_file,source_row_hint,parse_flags
Dasqua | داسکوا,4,1012-0010,زاویه سنج سه تکه با خط کش 12کش — 0-100mm,زاویه سنج سه تکه با خط کش 12کش,68,زاویه سنج,high,"252,950,000",rial,25295000,false,,0-100mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-100mm""}], ""dimensions"": [], ""features"": {}}",زاویه سنج سه تکه با خط کش ‪ 12کش,لیست قیمت داسکوا 14050212.pdf,line:2129,
Dasqua | داسکوا,4,1012-0030,زاویه سنج سه تکه با خط کش 12کش — 0-30mm,زاویه سنج سه تکه با خط کش 12کش,68,زاویه سنج,high,"205,650,000",rial,20565000,false,,0-30mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-30mm""}], ""dimensions"": [], ""features"": {}}",زاویه سنج سه تکه با خط کش ‪ 12کش,لیست قیمت داسکوا 14050212.pdf,line:2132,
Dasqua | داسکوا,4,1012-2005,زاویه سنج یونیورسال ساعت 2,زاویه سنج یونیورسال ساعت 2,59,ساعت اندیکاتور,medium,"133,700,000",rial,13370000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",زاویه سنج یونیورسال ساعت ‪2,لیست قیمت داسکوا 14050212.pdf,line:2155,
Dasqua | داسکوا,4,1012-2010,زاویه سنج سه تکه با خط کش 12کش,زاویه سنج سه تکه با خط کش 12کش,68,زاویه سنج,high,"119,500,000",rial,11950000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",زاویه سنج سه تکه با خط کش ‪ 12کش,لیست قیمت داسکوا 14050212.pdf,line:2121,duplicate_sku_merged|duplicate_sku_in_pdf
Dasqua | داسکوا,4,1012-3010,/ /1 پرگار بی ر,/ /1 پرگار بی ر,72,پرگار صنعتی,high,"90,600,000",rial,9060000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",‪0/1mm/0/01mm/1 پرگار بی ر,لیست قیمت داسکوا 14050212.pdf,line:2109,
Dasqua | داسکوا,4,1012-3015,/ /1 پرگار بی ر,/ /1 پرگار بی ر,72,پرگار صنعتی,high,"113,300,000",rial,11330000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",‪0/1mm/0/01mm/1 پرگار بی ر,لیست قیمت داسکوا 14050212.pdf,line:2111,
Dasqua | داسکوا,4,1012-3020,/ /1 پرگار بی ر,/ /1 پرگار بی ر,72,پرگار صنعتی,high,"166,700,000",rial,16670000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",‪0/1mm/0/01mm/1 پرگار بی ر,لیست قیمت داسکوا 14050212.pdf,line:2113,
Dasqua | داسکوا,4,1021-2005,زاویه سنج یونیورسال دیجیتال,زاویه سنج یونیورسال دیجیتال,68,زاویه سنج,high,"538,800,000",rial,53880000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",زاویه سنج یونیورسال دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:2171,
Dasqua | داسکوا,4,1022-0200,خط کش زاویه سنج دیجیتال دو خط — 0-200mm,خط کش زاویه سنج دیجیتال دو خط,68,زاویه سنج,high,"45,550,000",rial,4555000,false,,0-200mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",خط کش زاویه سنج دیجیتال دو خط,لیست قیمت داسکوا 14050212.pdf,line:2181,size_corrected
Dasqua | داسکوا,4,1022-0300,خط کش زاویه سنج دیجیتال دو خط — 0-300mm,خط کش زاویه سنج دیجیتال دو خط,68,زاویه سنج,high,"51,600,000",rial,5160000,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",خط کش زاویه سنج دیجیتال دو خط,لیست قیمت داسکوا 14050212.pdf,line:2184,size_corrected
Dasqua | داسکوا,4,1022-1010,زاویه سنج نقاله ای دیجیتال — 0-1010mm,زاویه سنج نقاله ای دیجیتال,68,زاویه سنج,high,"88,750,000",rial,8875000,false,0/05,0-1010mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1010mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",زاویه سنج نقاله ای دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:2161,
Dasqua | داسکوا,4,1022-1015,زاویه سنج نقاله ای دیجیتال — 0-1015mm,زاویه سنج نقاله ای دیجیتال,68,زاویه سنج,high,"100,900,000",rial,10090000,false,0/05,0-1015mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1015mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",زاویه سنج نقاله ای دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:2164,
Dasqua | داسکوا,4,1022-4200,خط کش زاویه سنج دیجیتال دو خط,خط کش زاویه سنج دیجیتال دو خط,68,زاویه سنج,high,"36,250,000",rial,3625000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",خط کش زاویه سنج دیجیتال دو خط,لیست قیمت داسکوا 14050212.pdf,line:2187,
Dasqua | داسکوا,4,1022-4250,خط کش زاویه سنج دیجیتال دو خط,خط کش زاویه سنج دیجیتال دو خط,68,زاویه سنج,high,,rial,,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",خط کش زاویه سنج دیجیتال دو خط,لیست قیمت داسکوا 14050212.pdf,line:2190,missing_price
Dasqua | داسکوا,4,1022-4300,خط کش زاویه سنج دیجیتال دو خط,خط کش زاویه سنج دیجیتال دو خط,68,زاویه سنج,high,"42,800,000",rial,4280000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",خط کش زاویه سنج دیجیتال دو خط,لیست قیمت داسکوا 14050212.pdf,line:2193,
Dasqua | داسکوا,4,1030-2010,ترازوی جیت دیجیتال,ترازوی جیت دیجیتال,71,تراز صنعتی,high,"35,100,000",rial,3510000,false,0/01,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",ترازوی جیت دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:3163,
Dasqua | داسکوا,4,1030-2030,زبری سنج دیجیتال پرتابل,زبری سنج دیجیتال پرتابل,65,شابلون,medium,,rial,,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",زبری سنج دیجیتال پرتابل,لیست قیمت داسکوا 14050212.pdf,line:2897,missing_price
Dasqua | داسکوا,4,1030-2051,تاکومی (دورسنج) دیجیتال مکانییک — 0-500mm,تاکومی (دورسنج) دیجیتال مکانییک,59,ساعت اندیکاتور,medium,"74,200,000",rial,7420000,false,,0-500mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",تاکومی (دورسنج) دیجیتال مکانییک,لیست قیمت داسکوا 14050212.pdf,line:2930,
Dasqua | داسکوا,4,1030-2056,تاکومی (دورسنج) دیجیتال مکانییک 1,تاکومی (دورسنج) دیجیتال مکانییک 1,59,ساعت اندیکاتور,medium,"92,450,000",rial,9245000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",تاکومی (دورسنج) دیجیتال مکانییک ‪1,لیست قیمت داسکوا 14050212.pdf,line:2932,
Dasqua | داسکوا,4,1030-2061,رنیو سنج دیجیتال,رنیو سنج دیجیتال,59,ساعت اندیکاتور,medium,"152,300,000",rial,15230000,false,0/1,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",رنیو سنج دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:2924,
Dasqua | داسکوا,4,1030-2100,تاکومی (دورسنج) دیجیتال مکانییک 1,تاکومی (دورسنج) دیجیتال مکانییک 1,59,ساعت اندیکاتور,medium,"51,600,000",rial,5160000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",تاکومی (دورسنج) دیجیتال مکانییک ‪1,لیست قیمت داسکوا 14050212.pdf,line:2939,
Dasqua | داسکوا,4,1030-2120,ترمومی دیجیتال (حرارت سنج),ترمومی دیجیتال (حرارت سنج),92,ترازو,low,,rial,,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",ترمومی دیجیتال (حرارت سنج),لیست قیمت داسکوا 14050212.pdf,line:2966,missing_price
Dasqua | داسکوا,4,1031-2005,زاویه سنج ذره ر ر,زاویه سنج ذره ر ر,68,زاویه سنج,high,"125,600,000",rial,12560000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",زاویه سنج ذره ر ر,لیست قیمت داسکوا 14050212.pdf,line:2143,
Dasqua | داسکوا,4,1031-2010,زاویه سنج ذره ر ر,زاویه سنج ذره ر ر,68,زاویه سنج,high,"197,500,000",rial,19750000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",زاویه سنج ذره ر ر,لیست قیمت داسکوا 14050212.pdf,line:2147,
Dasqua | داسکوا,4,1032-0195,سوزن) شابلون گپ ( شابلون — 0-195mm,سوزن) شابلون گپ ( شابلون,62,عمق سنج,high,,rial,,false,,0-195mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-195mm""}], ""dimensions"": [], ""features"": {}}",سوزن) شابلون گپ ( شابلون,لیست قیمت داسکوا 14050212.pdf,line:3238,size_corrected|missing_price
Dasqua | داسکوا,4,1032-0200,سوزن) شابلون گپ ( شابلون 1 — 0-200mm,سوزن) شابلون گپ ( شابلون 1,62,عمق سنج,high,,rial,,false,,0-200mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}",سوزن) شابلون گپ ( شابلون ‪1,لیست قیمت داسکوا 14050212.pdf,line:3240,size_corrected|missing_price
Dasqua | داسکوا,4,1041-0005,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و — 0-50mm","1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و",67,انواع گیج,medium,"20,200,000",rial,2020000,false,,0-50mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-50mm""}], ""dimensions"": [], ""features"": {}}","‪1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی ‪ 0/4تا ‪7 شابلون رزوه اینچ و",لیست قیمت داسکوا 14050212.pdf,line:2558,
Dasqua | داسکوا,4,1041-0007,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و — 0-70mm","1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و",67,انواع گیج,medium,"20,200,000",rial,2020000,false,,0-70mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-70mm""}], ""dimensions"": [], ""features"": {}}","‪1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی ‪ 0/4تا ‪7 شابلون رزوه اینچ و",لیست قیمت داسکوا 14050212.pdf,line:2557,
Dasqua | داسکوا,4,1041-0015,شابلون ضخامت سنج رنگ و پوشش — 0-150mm,شابلون ضخامت سنج رنگ و پوشش,62,عمق سنج,medium,,rial,,false,,0-150mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}",شابلون ضخامت سنج رنگ و پوشش,لیست قیمت داسکوا 14050212.pdf,line:2602,missing_price
Dasqua | داسکوا,4,1041-0105,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و — 0-105mm","1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و",67,انواع گیج,medium,"45,450,000",rial,4545000,false,,0-105mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-105mm""}], ""dimensions"": [], ""features"": {}}","‪1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی ‪ 0/4تا ‪7 شابلون رزوه اینچ و",لیست قیمت داسکوا 14050212.pdf,line:2555,size_corrected
Dasqua | داسکوا,4,1041-2205,شابلون رنده پیچ بری 60درجه,شابلون رنده پیچ بری 60درجه,67,انواع گیج,medium,"6,500,000",rial,650000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",شابلون رنده پیچ بری ‪ 60درجه,لیست قیمت داسکوا 14050212.pdf,line:2589,
Dasqua | داسکوا,4,1041-2215,شابلون رنده پیچ بری 60درجه,شابلون رنده پیچ بری 60درجه,67,انواع گیج,medium,"6,600,000",rial,660000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",شابلون رنده پیچ بری ‪ 60درجه,لیست قیمت داسکوا 14050212.pdf,line:2591,
Dasqua | داسکوا,4,1051-0005,گپ سنج مخروط (گیج داخل مخروط) — 0-50mm,گپ سنج مخروط (گیج داخل مخروط),67,انواع گیج,high,"76,250,000",rial,7625000,false,0/1mm,0-50mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-50mm""}], ""dimensions"": [], ""features"": {}}",گپ سنج مخروط (گیج داخل مخروط),لیست قیمت داسکوا 14050212.pdf,line:2521,
Dasqua | داسکوا,4,1051-0008,گپ سنج مخروط (گیج داخل مخروط) — 0-80mm,گپ سنج مخروط (گیج داخل مخروط),67,انواع گیج,high,"74,200,000",rial,7420000,false,0/1mm,0-80mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-80mm""}], ""dimensions"": [], ""features"": {}}",گپ سنج مخروط (گیج داخل مخروط),لیست قیمت داسکوا 14050212.pdf,line:2523,
Dasqua | داسکوا,4,1051-0020,گپ سنج مخروط (گیج داخل مخروط) — 0-200mm,گپ سنج مخروط (گیج داخل مخروط),67,انواع گیج,high,,rial,,false,0/1mm,0-200mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}",گپ سنج مخروط (گیج داخل مخروط),لیست قیمت داسکوا 14050212.pdf,line:2525,missing_price
Dasqua | داسکوا,4,1051-0025,گپ سنج مخروط (گیج داخل مخروط) — 0-45mm,گپ سنج مخروط (گیج داخل مخروط),67,انواع گیج,high,,rial,,false,0/1mm,0-45mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-45mm""}], ""dimensions"": [], ""features"": {}}",گپ سنج مخروط (گیج داخل مخروط),لیست قیمت داسکوا 14050212.pdf,line:2527,missing_price
Dasqua | داسکوا,4,1051-0302,پرگار معمویل — 0-200mm/0-8,پرگار معمویل,72,پرگار صنعتی,high,"16,200,000",rial,1620000,false,,0-200mm/0-8,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm/0-8""}], ""dimensions"": [], ""features"": {}}",پرگار معمویل,لیست قیمت داسکوا 14050212.pdf,line:2047,
Dasqua | داسکوا,4,1051-0304,پرگار معمویل — 0-300mm,پرگار معمویل,72,پرگار صنعتی,high,"22,850,000",rial,2285000,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",پرگار معمویل,لیست قیمت داسکوا 14050212.pdf,line:2050,
Dasqua | داسکوا,4,1051-0312,پرگار معمویل — 0-312mm,پرگار معمویل,72,پرگار صنعتی,high,"16,200,000",rial,1620000,false,,0-312mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-312mm""}], ""dimensions"": [], ""features"": {}}",پرگار معمویل,لیست قیمت داسکوا 14050212.pdf,line:2044,size_corrected
Dasqua | داسکوا,4,1051-2010,گپ سنج مخروط (گیج داخل مخروط),گپ سنج مخروط (گیج داخل مخروط),67,انواع گیج,high,"104,950,000",rial,10495000,false,0/1mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1mm""}], ""dimensions"": [], ""features"": {}}",گپ سنج مخروط (گیج داخل مخروط),لیست قیمت داسکوا 14050212.pdf,line:2519,
Dasqua | داسکوا,4,1120-3113,کولیس ورنیه تیپ مونو بالک — 0-70mm/0-3,کولیس ورنیه تیپ مونو بالک,57,انواع کولیس,high,"38,750,000",rial,3875000,false,0/05mm,0-70mm/0-3,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-70mm/0-3""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه تیپ مونو بالک,لیست قیمت داسکوا 14050212.pdf,line:10,
Dasqua | داسکوا,4,1120-3115,کولیس ورنیه تیپ مونو بالک — 0-150mm/0-6,کولیس ورنیه تیپ مونو بالک,57,انواع کولیس,high,"37,200,000",rial,3720000,false,0/05mm,0-150mm/0-6,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm/0-6""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه تیپ مونو بالک,لیست قیمت داسکوا 14050212.pdf,line:19,duplicate_sku_merged|duplicate_sku_in_pdf
Dasqua | داسکوا,4,1120-3120,کولیس ورنیه تیپ مونو بالک — 0-200mm/0-8,کولیس ورنیه تیپ مونو بالک,57,انواع کولیس,high,"58,850,000",rial,5885000,false,0/05mm,0-200mm/0-8,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm/0-8""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه تیپ مونو بالک,لیست قیمت داسکوا 14050212.pdf,line:22,duplicate_sku_merged|duplicate_sku_in_pdf
Dasqua | داسکوا,4,1120-3130,کولیس ورنیه تیپ مونو بالک — 0-300mm/0-12,کولیس ورنیه تیپ مونو بالک,57,انواع کولیس,high,,rial,,false,0/02mm,0-300mm/0-12,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm/0-12""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه تیپ مونو بالک,لیست قیمت داسکوا 14050212.pdf,line:28,missing_price
Dasqua | داسکوا,4,1122-9001,"1,336,200,000 ی ي سنج شور A,B,E,O,OO","1,336,200,000 ی ي سنج شور A,B,E,O,OO",91,سختی سنج لاستیک,high,"144,000,000",rial,14400000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}","‪1,336,200,000 ی ي سنج شور ‪A,B,E,O,OO",لیست قیمت داسکوا 14050212.pdf,line:2870,
Dasqua | داسکوا,4,1305-0002,کولیس ورنیه دو فک بلند — 0-500mm,کولیس ورنیه دو فک بلند,57,انواع کولیس,high,"401,200,000",rial,40120000,false,0/02mm,0-500mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه دو فک بلند,لیست قیمت داسکوا 14050212.pdf,line:368,
Dasqua | داسکوا,4,1305-0003,کولیس ورنیه دو فک بلند — 0-600mm,کولیس ورنیه دو فک بلند,57,انواع کولیس,high,"493,600,000",rial,49360000,false,0/02mm,0-600mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm""}], ""dimensions"": [], ""features"": {}}",کولیس ورنیه دو فک بلند,لیست قیمت داسکوا 14050212.pdf,line:369,
Dasqua | داسکوا,4,1305-0010,کولیس مونوبالک ورنیه فک بلند با — 0-500mm/0-20,کولیس مونوبالک ورنیه فک بلند با,57,انواع کولیس,high,"534,650,000",rial,53465000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونوبالک ورنیه فک بلند با,لیست قیمت داسکوا 14050212.pdf,line:362,
Dasqua | داسکوا,4,1305-0025,36/5- کولیس مونوبالک ورنیه فک بلند با — 0-300mm/0-12,36/5- کولیس مونوبالک ورنیه فک بلند با,57,انواع کولیس,high,"199,600,000",rial,19960000,false,0/02mm,0-300mm/0-12,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm/0-12""}], ""dimensions"": [], ""features"": {}}",‪36/5- کولیس مونوبالک ورنیه فک بلند با,لیست قیمت داسکوا 14050212.pdf,line:359,
Dasqua | داسکوا,4,1310-0004,کولیس مونو بالک ورنیه فک بلند — 0-200mm/0-8,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"107,100,000",rial,10710000,false,0/02mm,0-200mm/0-8,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm/0-8""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:329,
Dasqua | داسکوا,4,1310-0005,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"185,100,000",rial,18510000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:332,
Dasqua | داسکوا,4,1310-0006,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"302,350,000",rial,30235000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:333,
Dasqua | داسکوا,4,1310-0007,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"394,850,000",rial,39485000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:334,
Dasqua | داسکوا,4,1310-0008,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"842,950,000",rial,84295000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:335,
Dasqua | داسکوا,4,1310-0009,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"986,850,000",rial,98685000,false,0/02mm,0-500mm/0-20,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm/0-20""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:336,
Dasqua | داسکوا,4,1310-0010,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"205,650,000",rial,20565000,false,0/02mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:337,
Dasqua | داسکوا,4,1310-0011,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"384,500,000",rial,38450000,false,0/02mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:338,
Dasqua | داسکوا,4,1310-0012,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"555,250,000",rial,55525000,false,0/02mm,0-600mm/0-24,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm/0-24""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:339,
Dasqua | داسکوا,4,1310-0015,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"555,250,000",rial,55525000,false,0/02mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:346,
Dasqua | داسکوا,4,1310-0016,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,کولیس مونو بالک ورنیه فک بلند,57,انواع کولیس,high,"966,200,000",rial,96620000,false,0/02mm,0-1000mm/0-40,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm/0-40""}], ""dimensions"": [], ""features"": {}}",کولیس مونو بالک ورنیه فک بلند,لیست قیمت داسکوا 14050212.pdf,line:348,
