brand,brand_id,sku,name,description,category_id,category_name,category_confidence,price_raw,price_currency,base_price_toman,price_is_inquiry,accuracy,size_range,size_label_fa,specifications_json,section_title,source_file,source_row_hint,parse_flags
INSIZE | اینسایز,3,1215-522,کولیس معمولی 50سانت فک بلند 15سانت — 50 سانت,کولیس معمولی 50سانت فک بلند 15سانت,57,انواع کولیس,high,"18,320,000",toman,18320000,false,0/02,0-522mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-522mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:244,
INSIZE | اینسایز,3,1215-532,کولیس معمولی 50سانت فک بلند 20سانت — 50 سانت,کولیس معمولی 50سانت فک بلند 20سانت,57,انواع کولیس,high,"22,860,000",toman,22860000,false,0/02,0-532mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-532mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:246,
INSIZE | اینسایز,3,1215-622,کولیس معمولی 60سانت فک بلند 15سانت — 60 سانت,کولیس معمولی 60سانت فک بلند 15سانت,57,انواع کولیس,high,"21,590,000",toman,21590000,false,0/02,0-622mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-622mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:250,
INSIZE | اینسایز,3,1215-822,کولیس معمولی 80سانت فک بلند 15سانت — 80 سانت,کولیس معمولی 80سانت فک بلند 15سانت,57,انواع کولیس,high,"45,950,000",toman,45950000,false,0/02,0-822mm,80 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-822mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:252,
INSIZE | اینسایز,3,1217-3001,کولیس معمولی 30سانت دو فک ( فک بلند ) — 30 سانت,کولیس معمولی 30سانت دو فک ( فک بلند ),57,انواع کولیس,high,"8,920,000",toman,8920000,false,0/02,,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:242,
INSIZE | اینسایز,3,1236-394,کولیس معمولی 30سانت دو فک فک بلند 9سانت — 30 سانت,کولیس معمولی 30سانت دو فک فک بلند 9سانت,57,انواع کولیس,high,"18,790,000",toman,18790000,false,0/05,0-394mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-394mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:238,
INSIZE | اینسایز,3,1236-524,کولیس معمولی 50سانت دو فک فک بلند 15سانت — 50 سانت,کولیس معمولی 50سانت دو فک فک بلند 15سانت,57,انواع کولیس,high,"36,800,000",toman,36800000,false,0/02,0-524mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-524mm""}], ""dimensions"": [], ""features"": {}}","‪. ‪,000 کولیس معمولی فک بلند ‪. ‪. ‪191",3654608110343495427_57334447193566_260620_174401.pdf,line:248,
INSIZE | اینسایز,3,1250-300,کولیس پایه دار معمولی 30سانت — 30 سانت,کولیس پایه دار معمولی 30سانت,57,انواع کولیس,high,"16,190,000",toman,16190000,false,0/02,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","کولیس پایه دار ‪,000 ن ن ‪287",3654608110343495427_57334447193566_260620_174401.pdf,line:160,
INSIZE | اینسایز,3,1250-600,کولیس پایه دار معمولی 60سانت — 60 سانت,کولیس پایه دار معمولی 60سانت,57,انواع کولیس,high,"25,430,000",toman,25430000,false,0/02,0-600mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm""}], ""dimensions"": [], ""features"": {}}","کولیس پایه دار ‪,000 ن ن ‪287",3654608110343495427_57334447193566_260620_174401.pdf,line:162,
INSIZE | اینسایز,3,1311-150,کولیس استن استیل ساعتی 15سانت — 15 سانت,کولیس استن استیل ساعتی 15سانت,59,ساعت اندیکاتور,medium,"4,070,000",toman,4070000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:284,
INSIZE | اینسایز,3,1311-200,کولیس استن استیل ساعتی 20سانت — 20 سانت,کولیس استن استیل ساعتی 20سانت,59,ساعت اندیکاتور,medium,"5,120,000",toman,5120000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:286,
INSIZE | اینسایز,3,1311-300,کولیس استن استیل ساعتی 30سانت — 30 سانت,کولیس استن استیل ساعتی 30سانت,59,ساعت اندیکاتور,medium,"8,020,000",toman,8020000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:288,
INSIZE | اینسایز,3,1312-150,کولیس استن استیل ساعتی 15سانت — 15 سانت,کولیس استن استیل ساعتی 15سانت,59,ساعت اندیکاتور,medium,"3,250,000",toman,3250000,false,0/02,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:278,
INSIZE | اینسایز,3,1312-200,کولیس استن استیل ساعتی 20سانت — 20 سانت,کولیس استن استیل ساعتی 20سانت,59,ساعت اندیکاتور,medium,"4,350,000",toman,4350000,false,0/02,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:280,
INSIZE | اینسایز,3,1312-300,کولیس استن استیل ساعتی 30سانت — 30 سانت,کولیس استن استیل ساعتی 30سانت,59,ساعت اندیکاتور,medium,"6,500,000",toman,6500000,false,0/02,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:282,
INSIZE | اینسایز,3,1316-500,کولیس استن استیل ساعتی 50سانت — 50 سانت,کولیس استن استیل ساعتی 50سانت,59,ساعت اندیکاتور,medium,"20,300,000",toman,20300000,false,0/02,0-500mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {}}","‪,000 کولیس ن ن ‪211",3654608110343495427_57334447193566_260620_174401.pdf,line:290,
INSIZE | اینسایز,3,1340-150,عمق سنج ساعتی 15سانت — 15 سانت,عمق سنج ساعتی 15سانت,59,ساعت اندیکاتور,medium,"4,430,000",toman,4430000,false,0/02,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}","‪0/02 mm ‪9,280,000 ‪ 1240-5001عمق سنج استن استیل معمولی ‪ 50سانت ‪302",3654608110343495427_57334447193566_260620_174401.pdf,line:305,
INSIZE | اینسایز,3,1340-200,عمق سنج ساعتی 20سانت — 20 سانت,عمق سنج ساعتی 20سانت,59,ساعت اندیکاتور,medium,"4,840,000",toman,4840000,false,0/02,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}","‪0/02 mm ‪9,280,000 ‪ 1240-5001عمق سنج استن استیل معمولی ‪ 50سانت ‪302",3654608110343495427_57334447193566_260620_174401.pdf,line:307,
INSIZE | اینسایز,3,1340-300,عمق سنج ساعتی 30سانت — 30 سانت,عمق سنج ساعتی 30سانت,59,ساعت اندیکاتور,medium,"6,130,000",toman,6130000,false,0/02,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/02""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","‪0/02 mm ‪9,280,000 ‪ 1240-5001عمق سنج استن استیل معمولی ‪ 50سانت ‪302",3654608110343495427_57334447193566_260620_174401.pdf,line:309,
INSIZE | اینسایز,3,1520-150,کولیس داخل دیجیتال 15سانت 11 - 150 — 15 سانت,کولیس داخل دیجیتال 15سانت 11 - 150,57,انواع کولیس,high,"12,770,000",toman,12770000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:141,
INSIZE | اینسایز,3,1530-300,کولیس داخل /خارج دیجیتال 30سانت — 30 سانت,کولیس داخل /خارج دیجیتال 30سانت,57,انواع کولیس,high,"34,230,000",toman,34230000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:149,
INSIZE | اینسایز,3,1530-500,کولیس داخل /خارج دیجیتال 50سانت — 50 سانت,کولیس داخل /خارج دیجیتال 50سانت,57,انواع کولیس,high,"49,100,000",toman,49100000,false,0/01,0-500mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:151,
INSIZE | اینسایز,3,2112-101,ساعت اندیکاتور دیجیتال — 0-101mm,ساعت اندیکاتور دیجیتال,59,ساعت اندیکاتور,medium,"10,840,000",toman,10840000,false,0/001,0-101mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-101mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm ساعت اندیکاتور دیجیتال ( ضدآب )کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:856,
INSIZE | اینسایز,3,2112-251,ساعت اندیکاتور دیجیتال کورس 25میلیمتر — 0-251mm,ساعت اندیکاتور دیجیتال کورس 25میلیمتر,59,ساعت اندیکاتور,medium,"14,890,000",toman,14890000,false,0/001,0-251mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-251mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm ساعت اندیکاتور دیجیتال ( ضدآب )کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:858,
INSIZE | اینسایز,3,2112-501,ساعت اندیکاتور دیجیتال کورس 50میلیمتر — 0-501mm,ساعت اندیکاتور دیجیتال کورس 50میلیمتر,59,ساعت اندیکاتور,medium,"33,620,000",toman,33620000,false,0/001,0-501mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-501mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm ساعت اندیکاتور دیجیتال ( ضدآب )کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:860,
INSIZE | اینسایز,3,2122-160,گیج داخل سیلندر دیجیتال 50 - 160 — 0-160mm,گیج داخل سیلندر دیجیتال 50 - 160,63,گیج داخل سیلندر,high,"25,680,000",toman,25680000,false,0/001,0-160mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-160mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/001 mm ‪25,490,000 گیج داخل سیلندر دیجیتال ‪35 - 60 ‪2122-60 ‪446",3654608110343495427_57334447193566_260620_174401.pdf,line:1090,
INSIZE | اینسایز,3,2141-202,عمق سنج صلیبی دیجیتال 30سانتکولیس دیجیتال — 0-202mm,عمق سنج صلیبی دیجیتال 30سانتکولیس دیجیتال,62,عمق سنج,high,"16,590,000",toman,16590000,false,,0-202mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-202mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm عمق سنج صلیبی دیجیتال ‪ 30سانتکولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:357,
INSIZE | اینسایز,3,2142-101,عمق سنج سوزنی دیجیتال 0 - 10پایه 16میلیمتر — 0-101mm,عمق سنج سوزنی دیجیتال 0 - 10پایه 16میلیمتر,62,عمق سنج,high,"11,370,000",toman,11370000,false,0/01,0-101mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-101mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm عمق سنج صلیبی دیجیتال ‪ 30سانتکولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:359,
INSIZE | اینسایز,3,2142-102,عمق سنج سوزنی دیجیتال 0 - 10پایه 25میلیمتر — 0-102mm,عمق سنج سوزنی دیجیتال 0 - 10پایه 25میلیمتر,62,عمق سنج,high,"11,680,000",toman,11680000,false,0/01,0-102mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-102mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm عمق سنج صلیبی دیجیتال ‪ 30سانتکولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:361,
INSIZE | اینسایز,3,2171-250,درجه زاویه سنج دیجیتال 25سانت — 25 سانت,درجه زاویه سنج دیجیتال 25سانت,68,زاویه سنج,high,"4,620,000",toman,4620000,false,0/05,0-250mm,25 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-250mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1407,
INSIZE | اینسایز,3,2172-360,زاویه سنج دیجیتال 360درجه — 0-360mm,زاویه سنج دیجیتال 360درجه,68,زاویه سنج,high,"24,370,000",toman,24370000,false,,0-360mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1419,
INSIZE | اینسایز,3,2173-360,درجه تراز دیجیتال مگنت دار 15سانت — 15 سانت,درجه تراز دیجیتال مگنت دار 15سانت,71,تراز صنعتی,high,"5,300,000",toman,5300000,false,0/1,0-360mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪17,360,000 متر دیجیتال و ژیروسکوپ ‪ 2محوره ‪2199-1 ‪564",3654608110343495427_57334447193566_260620_174401.pdf,line:1372,
INSIZE | اینسایز,3,2174-225,درجه زاویه سنج دیجیتال 46سانت آب تراز دار — 46 سانت,درجه زاویه سنج دیجیتال 46سانت آب تراز دار,71,تراز صنعتی,high,"10,290,000",toman,10290000,false,0/05,0-225mm,46 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-225mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1409,
INSIZE | اینسایز,3,2175-360,درجه تراز دیجیتال — 0-360mm,درجه تراز دیجیتال,71,تراز صنعتی,high,"7,080,000",toman,7080000,false,0/1,0-360mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪17,360,000 متر دیجیتال و ژیروسکوپ ‪ 2محوره ‪2199-1 ‪564",3654608110343495427_57334447193566_260620_174401.pdf,line:1376,
INSIZE | اینسایز,3,2176-200,درجه زاویه سنج دیجیتال 20سانت — 20 سانت,درجه زاویه سنج دیجیتال 20سانت,68,زاویه سنج,high,"2,140,000",toman,2140000,false,0/1,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1403,
INSIZE | اینسایز,3,2176-300,درجه زاویه سنج دیجیتال 30سانت — 30 سانت,درجه زاویه سنج دیجیتال 30سانت,68,زاویه سنج,high,"2,460,000",toman,2460000,false,0/1,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/1""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1405,
INSIZE | اینسایز,3,2179-360,درجه تراز دیجیتال مگنت دار 15سانت — 15 سانت,درجه تراز دیجیتال مگنت دار 15سانت,71,تراز صنعتی,high,"5,250,000",toman,5250000,false,0/05,0-360mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/05""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪17,360,000 متر دیجیتال و ژیروسکوپ ‪ 2محوره ‪2199-1 ‪564",3654608110343495427_57334447193566_260620_174401.pdf,line:1374,
INSIZE | اینسایز,3,2222-301,پرگار ساعتی داخل 10 - 30 — 0-301mm,پرگار ساعتی داخل 10 - 30,59,ساعت اندیکاتور,medium,"15,370,000",toman,15370000,false,0/01,0-301mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-301mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪13,950,000 پرگار ساعتی داخل ‪5 - 25 ‪2222-25 ‪661",3654608110343495427_57334447193566_260620_174401.pdf,line:1606,
INSIZE | اینسایز,3,2223-153,پرگار ساعتی داخل 55 - 153 — 0-153mm,پرگار ساعتی داخل 55 - 153,59,ساعت اندیکاتور,medium,"18,120,000",toman,18120000,false,,0-153mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-153mm""}], ""dimensions"": [], ""features"": {}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1628,
INSIZE | اینسایز,3,2275-300,گونیا 30سانتی — 30 سانت,گونیا 30سانتی,67,انواع گیج,high,"860,000",toman,860000,false,,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","‪32,560,000 پارالل گیج ‪6511-24 ‪599",3654608110343495427_57334447193566_260620_174401.pdf,line:1463,
INSIZE | اینسایز,3,2278-180,زاویه سنج 3تکه — 0-180mm,زاویه سنج 3تکه,68,زاویه سنج,high,"7,050,000",toman,7050000,false,,0-180mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-180mm""}], ""dimensions"": [], ""features"": {}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1421,
INSIZE | اینسایز,3,2281-360,زاویه سنج 20سانت — 20 سانت,زاویه سنج 20سانت,68,زاویه سنج,high,"970,000",toman,970000,false,,0-360mm,20 سانت,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {}}","‪660,000 زاویه سنج ساده ‪4780-85 ‪501",3654608110343495427_57334447193566_260620_174401.pdf,line:1225,
INSIZE | اینسایز,3,2307-025,in ساعت اینچی 1هزارم — 0-25mm,in ساعت اینچی 1هزارم,59,ساعت اندیکاتور,medium,"2,410,000",toman,2410000,false,0/001,0-25mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm""}], ""dimensions"": [], ""features"": {}}","‪3,930,000 ساعت اینچی دور کوچک ‪2304-01 ‪366",3654608110343495427_57334447193566_260620_174401.pdf,line:879,size_corrected
INSIZE | اینسایز,3,2307-105,in ساعت اینچی — 0-105mm,in ساعت اینچی,59,ساعت اندیکاتور,medium,"2,600,000",toman,2600000,false,0/0005,0-105mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/0005""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-105mm""}], ""dimensions"": [], ""features"": {}}","‪3,930,000 ساعت اینچی دور کوچک ‪2304-01 ‪366",3654608110343495427_57334447193566_260620_174401.pdf,line:877,
INSIZE | اینسایز,3,2322-160,گیج داخل سیلندر 50 - 160 — 0-160mm,گیج داخل سیلندر 50 - 160,63,گیج داخل سیلندر,high,"6,850,000",toman,6850000,false,0/01,0-160mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-160mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪6,600,000 گیج داخل سیلندر ‪35 - 60 ‪2322-60 ‪432",3654608110343495427_57334447193566_260620_174401.pdf,line:1053,
INSIZE | اینسایز,3,2322-250,گیج داخل سیلندر 160 - 250 — 0-250mm,گیج داخل سیلندر 160 - 250,63,گیج داخل سیلندر,high,"10,010,000",toman,10010000,false,0/01,0-250mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-250mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪6,600,000 گیج داخل سیلندر ‪35 - 60 ‪2322-60 ‪432",3654608110343495427_57334447193566_260620_174401.pdf,line:1055,
INSIZE | اینسایز,3,2322-450,گیج داخل سیلندر 250 - 450 — 0-450mm,گیج داخل سیلندر 250 - 450,63,گیج داخل سیلندر,high,"11,530,000",toman,11530000,false,0/01,0-450mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-450mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪6,600,000 گیج داخل سیلندر ‪35 - 60 ‪2322-60 ‪432",3654608110343495427_57334447193566_260620_174401.pdf,line:1057,
INSIZE | اینسایز,3,2333-201,پرگار ساعتی خارج 20تا 0میلیمتر — 0-201mm,پرگار ساعتی خارج 20تا 0میلیمتر,59,ساعت اندیکاتور,medium,"18,650,000",toman,18650000,false,0/01,0-201mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-201mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪13,950,000 پرگار ساعتی داخل ‪5 - 25 ‪2222-25 ‪661",3654608110343495427_57334447193566_260620_174401.pdf,line:1608,
INSIZE | اینسایز,3,2341-101,عمق سنج ساعتی 1سانت — 1 سانت,عمق سنج ساعتی 1سانت,91,سختی سنج لاستیک,high,"7,130,000",toman,7130000,false,0/01,0-101mm,1 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-101mm""}], ""dimensions"": [], ""features"": {}}","‪0.1 mm ‪1,640,000 عمق ستج معمولی ( آج الستیک ) ‪1244-30 ‪322",3654608110343495427_57334447193566_260620_174401.pdf,line:351,
INSIZE | اینسایز,3,2342-202,عمق سنج ساعتی 30سانت — 30 سانت,عمق سنج ساعتی 30سانت,91,سختی سنج لاستیک,high,"12,460,000",toman,12460000,false,0/01,0-202mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-202mm""}], ""dimensions"": [], ""features"": {}}","‪0.1 mm ‪1,640,000 عمق ستج معمولی ( آج الستیک ) ‪1244-30 ‪322",3654608110343495427_57334447193566_260620_174401.pdf,line:349,
INSIZE | اینسایز,3,2343-102,عمق سنج سوزنی ساعتی 0 - 10 — 0-102mm,عمق سنج سوزنی ساعتی 0 - 10,59,ساعت اندیکاتور,medium,"5,460,000",toman,5460000,false,0/01,0-102mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-102mm""}], ""dimensions"": [], ""features"": {}}",‪0/01 mm عمق سنج صلیبی دیجیتال ‪ 30سانتکولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:363,
INSIZE | اینسایز,3,2372-360,دقیقه 5 زاویه سنج ذره بینی — 0-360mm,دقیقه 5 زاویه سنج ذره بینی,68,زاویه سنج,high,"6,260,000",toman,6260000,false,,0-360mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-360mm""}], ""dimensions"": [], ""features"": {}}",کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:1413,
