id,sku,name,is_active,short_description,description,meta_title,meta_description,has_short,has_long_stub,has_long_ok,has_meta_title,has_meta_description,tech_keys,tech_count
1232,2100-1130,کولیس اندازه گی — 0-300mm/1/18-12,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1233,2110-8105,کولیس های متفرقه که تکرار نیم شوند — 0-150mm,True,,کولیس های متفرقه که تکرار نیم شوند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1234,2115-2305,کولیس های متفرقه که تکرار نیم شوند — 0-150mm,True,,کولیس های متفرقه که تکرار نیم شوند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1235,2117-9105,کولیس دیجیتال متال صفحه نمایشگر — 0-150mm/0-6,True,,کولیس دیجیتال متال صفحه نمایشگر,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1236,2117-9110,کولیس دیجیتال متال صفحه نمایشگر — 0-200mm/0-8,True,,کولیس دیجیتال متال صفحه نمایشگر,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1237,2117-9115,کولیس دیجیتال متال صفحه نمایشگر — 0-300mm/0-12,True,,کولیس دیجیتال متال صفحه نمایشگر,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1238,2140-8101,کولیس ورنیه تیپ مونو بالک — 0-31/5,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1239,2140-8105,ضخامت سنج دیجیتال برای ضخامت — 0-25mm/0-1,True,,ضخامت سنج دیجیتال برای ضخامت,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1240,2210-8106,کولیس دیجیتال ابسلوت ضد آب — 0-150mm,True,,کولیس دیجیتال ابسلوت ضد آب,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1241,2220-3570,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1500mm/0-60,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1242,2220-8103,کولیس اندازه گی — 0-500mm/4-20,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1243,2220-8104,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-200mm/0-8,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1244,2220-8105,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-300mm/0-12,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1245,2220-8110,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1246,2220-8115,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1247,2220-8117,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1248,2220-8130,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1249,2220-8135,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1250,2220-8150,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1251,2220-8155,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1252,2220-8170,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-300mm/0-12,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1253,2220-8175,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1254,2220-8180,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1255,2220-8185,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-500mm/0-20,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1256,2220-8190,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1257,2220-8200,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1258,2220-8205,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1259,2220-8210,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-600mm/0-24,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1260,2220-8215,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1261,2220-8220,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-800mm/0-32,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1262,2220-8225,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1263,2220-8230,کولیس دیجیتال فک بلند استنلس استیل IP54خروج — 0-1000mm/0-40,True,,کولیس دیجیتال فک بلند استنلس استیل IP54خروج,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1264,2240-0025,کولیس اندازه گی — 0-25mm,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1265,2240-0026,کولیس اندازه گی — 0-200mm/ -8,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1266,2240-0027,کولیس اندازه گی — 0-300mm/ -12,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1267,2250-2105,کولیس عمق سنج دیجیتال با نوک — 0-150mm/0-6,True,,کولیس عمق سنج دیجیتال با نوک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1268,2345-4005,ست 4عددي زاويه كوليس ديجيتال -پالستيیکي ،عمق سنج ديجيتال،تراز ديجيتال,True,,ست 4عددي زاويه كوليس ديجيتال -پالستيیکي ،عمق سنج ديجيتال،تراز ديجيتال,,,False,True,False,False,False,,0
1269,2346-1015,پی گیج 51عددی 20 — 0-1015mm,True,,پی گیج 51عددی 20,,,False,True,False,False,False,بازه اندازه‌گیری,1
1270,2406-1005,کولیس دیجیتال فک کارباید — 0-150mm,True,,کولیس دیجیتال فک کارباید,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1271,2406-1010,کولیس دیجیتال فک کارباید — 0-200mm,True,,کولیس دیجیتال فک کارباید,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1272,2410-8105,کولیس دیجیتال صفحه نمایش بزرگ — 0-150mm,True,,کولیس دیجیتال صفحه نمایش بزرگ,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1273,2410-8110,کولیس دیجیتال صفحه نمایش بزرگ — 0-200mm,True,,کولیس دیجیتال صفحه نمایش بزرگ,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1274,2570-5105,کولیس اندازه گی — 0-150mm/ -6,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1275,2570-5110,کولیس اندازه ر,True,,کولیس اندازه ر,,,False,True,False,False,False,دقت,1
1276,2570-5115,کولیس اندازه ر,True,,کولیس اندازه ر,,,False,True,False,False,False,دقت,1
1277,2610-8105,کولیس دیجیتال ضد آب صفحه — 0-150mm,True,,کولیس دیجیتال ضد آب صفحه,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1278,2710-1105,کولیس ورنیه دو فک بلند — 0-300mm,True,,کولیس ورنیه دو فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1279,2805-0005,کولیس خط ی — 0-200mm,True,,کولیس خط ی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1280,3001-0105,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-300mm,True,,/0- کولیس پایه دار (ارتفاع سنج )استنلس,,,False,True,False,False,False,بازه اندازه‌گیری,1
1281,3001-0120,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-600mm,True,,/0- کولیس پایه دار (ارتفاع سنج )استنلس,,,False,True,False,False,False,بازه اندازه‌گیری,1
1282,3001-0125,/0- کولیس پایه دار (ارتفاع سنج )استنلس — 0-1000mm,True,,/0- کولیس پایه دار (ارتفاع سنج )استنلس,,,False,True,False,False,False,بازه اندازه‌گیری,1
1283,3001-1001,دنباله عمق سنج کولیس — 0-1001mm,True,,دنباله عمق سنج کولیس,,,False,True,False,False,False,بازه اندازه‌گیری,1
1284,3001-1901,عمق سنج مونوبالک ورنیه پایه اندازه — 0-150mm,True,,عمق سنج مونوبالک ورنیه پایه اندازه,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1285,3001-1903,عمق سنج مونوبالک ورنیه پایه اندازه — 0-200mm,True,,عمق سنج مونوبالک ورنیه پایه اندازه,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1286,3001-1905,عمق سنج مونوبالک ورنیه پایه اندازه — 0-300mm,True,,عمق سنج مونوبالک ورنیه پایه اندازه,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1287,3004-0003,ساعتي -ديجيتال شارژی كوليس — 0-150mm,True,,ساعتي -ديجيتال شارژی كوليس,,,False,True,False,False,False,بازه اندازه‌گیری,1
1288,3004-0005,ساعتي -ديجيتال كوليس پورتابل — 0-150mm,True,,ساعتي -ديجيتال كوليس پورتابل,,,False,True,False,False,False,بازه اندازه‌گیری,1
1289,3004-1005,كوليس پورتابل ساعت — 0-200mm,True,,كوليس پورتابل ساعت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1290,3004-2005,كوليس پورتابل ساعت — 0-300mm,True,,كوليس پورتابل ساعت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1291,3110-6105,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر — 0-300mm,True,,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر,,,False,False,True,False,False,بازه اندازه‌گیری,1
1292,3110-6120,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر — 0-600mm,True,,/0- کولیس پایه دار (ارتفاع سنج ) ذره ربیر,,,False,False,True,False,False,بازه اندازه‌گیری,1
1293,3130-8115,كوليس پايه دار ديجيتال (ارتفاع -سنج) — 0-300mm,True,,كوليس پايه دار ديجيتال (ارتفاع -سنج),,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1294,3130-8119,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-300mm/0-12,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1295,3130-8120,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-500mm/0-20,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1296,3130-8125,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-600mm/0-24,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1297,3130-8130,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-1000mm/0-40,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1298,3221-1105,کولیس ارتفاع سنج ساعت — 0-300mm,True,,کولیس ارتفاع سنج ساعت,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1299,3230-8105,کولیس پایه دار (ارتفاع سنج) دیجیتایل — 0-300mm/0-12,True,,کولیس پایه دار (ارتفاع سنج) دیجیتایل,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1300,3230-8110,کولیس پایه دار (ارتفاع سنج) دیجیتایل — 0-500mm/0-20,True,,کولیس پایه دار (ارتفاع سنج) دیجیتایل,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1301,3230-8115,کولیس پایه دار (ارتفاع سنج) دیجیتایل — 0-600mm/0-24,True,,کولیس پایه دار (ارتفاع سنج) دیجیتایل,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1302,3430-4110,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-300mm/0-12,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1303,3430-4115,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-500mm/0-20,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1304,3430-4120,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-600mm/0-24,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1305,3530-0005,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-300mm/0-12,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1306,3530-0010,کولیس پایه دار (ارتفاع سنج) دیجیتال — 0-600mm/0-24,True,,کولیس پایه دار (ارتفاع سنج) دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1307,4005-0090,/ میکرومی داخل سنج دیجیتال دو فک ی — 0-125mm/4-5,True,,/ میکرومی داخل سنج دیجیتال دو فک ی,,,False,True,False,False,False,بازه اندازه‌گیری,1
1308,4005-0095,/ میکرومی داخل سنج دیجیتال دو فک ی — 0-95mm,True,,/ میکرومی داخل سنج دیجیتال دو فک ی,,,False,True,False,False,False,بازه اندازه‌گیری,1
1309,4005-0100,/ میکرومی داخل سنج دیجیتال دو فک ی — 0-175mm/6-7,True,,/ میکرومی داخل سنج دیجیتال دو فک ی,,,False,True,False,False,False,بازه اندازه‌گیری,1
1310,4107-1005,میکرومی پیچ (رزوه) با ست پراپ 10 — 0-25mm,True,,میکرومی پیچ (رزوه) با ست پراپ 10,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1311,4111-5205,میکرومی خارج 1 — 0-25mm,True,,میکرومی خارج 1,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1312,4111-8102,میکرومی دیسیک — 0-25mm,True,,میکرومی دیسیک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1313,4111-8104,میکرومی دیسیک 1,True,,میکرومی دیسیک 1,,,False,True,False,False,False,دقت,1
1314,4111-8105,میکرومی خارج — 0-25mm,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1315,4111-8106,میکرومی دیسیک 2 — 0-75mm,True,,میکرومی دیسیک 2,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1316,4111-8108,میکرومی دیسیک 3,True,,میکرومی دیسیک 3,,,False,True,False,False,False,دقت,1
1317,4111-8110,میکرومی خارج 2,True,,میکرومی خارج 2,,,False,True,False,False,False,دقت,1
1318,4111-8115,میکرومی خارج 3 — 0-75mm,True,,میکرومی خارج 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1319,4111-8120,میکرومی خارج 4,True,,میکرومی خارج 4,,,False,True,False,False,False,دقت,1
1320,4111-8125,میکرومی خارج 5 — 0-125mm,True,,میکرومی خارج 5,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1321,4111-8130,میکرومی خارج 6,True,,میکرومی خارج 6,,,False,True,False,False,False,دقت,1
1322,4111-8620,میکرومی دیسیک 3 — 0-125mm,True,,میکرومی دیسیک 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1323,4111-8625,میکرومی دیسیک 3,True,,میکرومی دیسیک 3,,,False,True,False,False,False,دقت,1
1324,4111-8630,میکرومی دیسیک 3 — 0-175mm,True,,میکرومی دیسیک 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1325,4111-8635,میکرومی دیسیک 7,True,,میکرومی دیسیک 7,,,False,True,False,False,False,دقت,1
1326,4111-8640,میکرومی دیسیک 8 — 0-225mm,True,,میکرومی دیسیک 8,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1327,4111-8645,میکرومی دیسیک (بدون چرخش) 9,True,,میکرومی دیسیک (بدون چرخش) 9,,,False,True,False,False,False,دقت,1
1328,4111-8650,میکرومی دیسیک (بدون چرخش) 10 — 0-275mm,True,,میکرومی دیسیک (بدون چرخش) 10,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1329,4111-8655,میکرومی دیسیک (بدون چرخش) 11,True,,میکرومی دیسیک (بدون چرخش) 11,,,False,True,False,False,False,دقت,1
1330,4111-9105,میکرومی خارج — 0-25mm,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1331,4111-9110,میکرومی خارج,True,,میکرومی خارج,,,False,True,False,False,False,دقت,1
1332,4111-9120,میکرومی خارج 2,True,,میکرومی خارج 2,,,False,True,False,False,False,دقت,1
1333,4111-9130,میکرومی خارج 3,True,,میکرومی خارج 3,,,False,True,False,False,False,دقت,1
1334,4112-7435,میکرومی خارج 7 — 0-175mm,True,,میکرومی خارج 7,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1335,4112-7440,میکرومی خارج 8,True,,میکرومی خارج 8,,,False,True,False,False,False,دقت,1
1336,4112-7445,میکرومی خارج 9 — 0-225mm,True,,میکرومی خارج 9,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1337,4112-7450,میکرومی خارج 11,True,,میکرومی خارج 11,,,False,True,False,False,False,دقت,1
1338,4112-8145,میکرومی خارج 10 — 0-225mm,True,,میکرومی خارج 10,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1339,4112-8150,میکرومی خارج 12,True,,میکرومی خارج 12,,,False,True,False,False,False,دقت,1
1340,4112-8155,میکرومی خارج 14 — 0-275mm,True,,میکرومی خارج 14,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1341,4112-8160,میکرومی خارج 15,True,,میکرومی خارج 15,,,False,True,False,False,False,دقت,1
1342,4127-0005,/ ی پیچ ( رزوه ) دیجیتال IP65 — 0-25mm/0-1,True,,/ ی پیچ ( رزوه ) دیجیتال IP65,,,False,True,False,False,False,بازه اندازه‌گیری,1
1343,4137-4005,/ ی پیچ ( رزوه ) دیجیتال ضد — 0-25mm/0-1,True,,/ ی پیچ ( رزوه ) دیجیتال ضد,,,False,True,False,False,False,بازه اندازه‌گیری,1
1344,4146-1005,میکرومی پیچ پراپ 16 — 0-25mm,True,,میکرومی پیچ پراپ 16,,,False,True,False,False,False,بازه اندازه‌گیری,1
1345,4146-1010,پاسومی خارج میکرومی 1 — 0-1010mm,True,,پاسومی خارج میکرومی 1,,,False,True,False,False,False,بازه اندازه‌گیری,1
1346,4146-1015,پاسومی خارج میکرومی 2 — 0-75mm,True,,پاسومی خارج میکرومی 2,,,False,True,False,False,False,بازه اندازه‌گیری,1
1347,4146-1020,پاسومی خارج میکرومی 3 — 0-1020mm,True,,پاسومی خارج میکرومی 3,,,False,True,False,False,False,بازه اندازه‌گیری,1
1348,4146-5105,پاسومی خارج میکرومی 4 — 0-25mm,True,,پاسومی خارج میکرومی 4,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1349,4210-2103,میکرومی دیجیتال یونیورسال (فک — 0-25mm/0-1,True,,میکرومی دیجیتال یونیورسال (فک,,,False,True,False,False,False,بازه اندازه‌گیری,1
1350,4210-2105,میکرومی خارج — 0-25mm/0-1,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1351,4210-2106,میکرومی دیجیتال یونیورسال (فک,True,,میکرومی دیجیتال یونیورسال (فک,,,False,True,False,False,False,,0
1352,4210-2110,میکرومی خارج,True,,میکرومی خارج,,,False,True,False,False,False,دقت,1
1353,4210-2125,میکرومی خارج — 0-125mm,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1354,4210-2135,میکرومی خارج دیجیتال با شفت — 0-175mm/6-7,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1355,4210-2140,میکرومی خارج دیجیتال با شفت,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1356,4210-2145,میکرومی خارج دیجیتال با شفت — 0-225mm/8-9,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1357,4210-2150,/ میکرومیی خارج دیجیتال با شفت,True,,/ میکرومیی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1358,4210-2155,میکرومی خارج دیجیتال با شفت — 0-275mm/10-11,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1359,4210-2160,میکرومی خارج دیجیتال با شفت,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1360,4220-2104,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج — 0-25mm/0-1,True,,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,,,False,False,True,False,False,بازه اندازه‌گیری,1
1361,4220-2108,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,True,,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,,,False,True,False,False,False,,0
1362,4220-2109,میکرومی 2 — 0-75mm/2-3,True,,میکرومی 2,,,False,True,False,False,False,بازه اندازه‌گیری,1
1363,4230-2005,میکرومی خارج دیجیتال با شفت — 0-25mm/0-1,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1364,4230-2010,/ میکرومیی خارج دیجیتال با شفت,True,,/ میکرومیی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1365,4230-2015,میکرومی خارج دیجیتال با شفت — 0-75mm/2-3,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1366,4230-2020,میکرومی خارج دیجیتال با شفت,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1367,4230-2025,میکرومی خارج دیجیتال با شفت — 0-125mm/4-5,True,,میکرومی خارج دیجیتال با شفت,,,False,True,False,False,False,بازه اندازه‌گیری,1
1368,4230-2030,/ میکرومیی خارج دیجیتال با شفت,True,,/ میکرومیی خارج دیجیتال با شفت,,,False,True,False,False,False,,0
1369,4311-8103,میکرومی داخل سنج لوله ای — 0-63mm,True,,میکرومی داخل سنج لوله ای,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1370,4311-8106,میکرومی داخل سنج لوله ای 1 — 0-100mm,True,,میکرومی داخل سنج لوله ای 1,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1371,4311-8107,میکرومی داخل سنج لوله ای 2 — 0-150mm,True,,میکرومی داخل سنج لوله ای 2,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1372,4311-8109,میکرومی داخل سنج لوله ای 3 — 0-300mm,True,,میکرومی داخل سنج لوله ای 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1373,4311-8111,میکرومی داخل سنج لوله ای 3 — 0-500mm,True,,میکرومی داخل سنج لوله ای 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1374,4311-8113,میکرومی داخل سنج لوله ای 5 — 0-600mm,True,,میکرومی داخل سنج لوله ای 5,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1375,4311-8118,میکرومی داخل سنج لوله ای 6 — 0-1000mm,True,,میکرومی داخل سنج لوله ای 6,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1376,4311-8119,میکرومی داخل سنج لوله ای 6 — 0-1500mm,True,,میکرومی داخل سنج لوله ای 6,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1377,4311-8120,میکرومی داخل سنج دو فک 4,True,,میکرومی داخل سنج دو فک 4,,,False,True,False,False,False,دقت,1
1378,4400-0005,میکرومی لوله دیجیتال — 0-25mm/0-1,True,,میکرومی لوله دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری,1
1379,4400-0010,میکرومی لوله دیجیتال — 0-25mm/0-1,True,,میکرومی لوله دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری,1
1380,4410-1105,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه) — 0-25mm/0-1,True,,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه),,,False,False,True,False,False,بازه اندازه‌گیری,1
1381,4410-1110,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه) — 0-1110mm,True,,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه),,,False,False,True,False,False,بازه اندازه‌گیری,1
1382,4410-1115,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه) — 0-75mm/2-3,True,,میکرومیخارج دیجیتال دسته فلزی ضد آب ( IP65سه دکمه),,,False,False,True,False,False,بازه اندازه‌گیری,1
1383,4410-1120,میکرومی خارج — 0-1120mm,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1384,4410-1125,میکرومی خارج — 0-125mm/4-5,True,,میکرومی خارج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1385,4411-3210,میکرومی داخل سنج سه فک ست,True,,میکرومی داخل سنج سه فک ست,,,False,True,False,False,False,دقت,1
1386,4411-3215,میکرومی داخل سنج سه فک ست,True,,میکرومی داخل سنج سه فک ست,,,False,True,False,False,False,دقت,1
1387,4411-3220,میکرومی داخل سنج سه فک ست,True,,میکرومی داخل سنج سه فک ست,,,False,True,False,False,False,دقت,1
1388,4411-5101,میکرومیی داخل سنج سه فک,True,,میکرومیی داخل سنج سه فک,,,False,True,False,False,False,دقت,1
1389,4411-5102,میکرومی داخل سنج سه فک 1,True,,میکرومی داخل سنج سه فک 1,,,False,True,False,False,False,دقت,1
1390,4411-5103,میکرومی داخل سنج سه فک 1 — 0-12mm,True,,میکرومی داخل سنج سه فک 1,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
