id,sku,name,is_active,short_description,description,meta_title,meta_description,has_short,has_long_stub,has_long_ok,has_meta_title,has_meta_description,tech_keys,tech_count
1063,1041-0007,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و — 0-70mm",True,,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و",,,False,False,True,False,False,بازه اندازه‌گیری,1
1064,1041-2205,شابلون رنده پیچ بری 60درجه,True,,شابلون رنده پیچ بری 60درجه,,,False,True,False,False,False,,0
1065,1041-2215,شابلون رنده پیچ بری 60درجه,True,,شابلون رنده پیچ بری 60درجه,,,False,True,False,False,False,,0
1066,1051-0005,گپ سنج مخروط (گیج داخل مخروط) — 0-50mm,True,,گپ سنج مخروط (گیج داخل مخروط),,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1067,1051-0008,گپ سنج مخروط (گیج داخل مخروط) — 0-80mm,True,,گپ سنج مخروط (گیج داخل مخروط),,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1068,1051-0302,پرگار معمویل — 0-200mm/0-8,True,,پرگار معمویل,,,False,True,False,False,False,بازه اندازه‌گیری,1
1069,1051-0304,پرگار معمویل — 0-300mm,True,,پرگار معمویل,,,False,True,False,False,False,بازه اندازه‌گیری,1
1070,1051-2010,گپ سنج مخروط (گیج داخل مخروط),True,,گپ سنج مخروط (گیج داخل مخروط),,,False,True,False,False,False,دقت,1
1071,1120-3113,کولیس ورنیه تیپ مونو بالک — 0-70mm/0-3,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1072,1122-9001,سختی‌سنج شور داسکوا کد 1122-9001,True,,"1,336,200,000 ی ي سنج شور A,B,E,O,OO",,,False,True,False,False,False,دقت,1
1073,1305-0002,کولیس ورنیه دو فک بلند — 0-500mm,True,,کولیس ورنیه دو فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1074,1305-0003,کولیس ورنیه دو فک بلند — 0-600mm,True,,کولیس ورنیه دو فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1075,1305-0010,کولیس مونوبالک ورنیه فک بلند با — 0-500mm/0-20,True,,کولیس مونوبالک ورنیه فک بلند با,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1076,1305-0025,36/5- کولیس مونوبالک ورنیه فک بلند با — 0-300mm/0-12,True,,36/5- کولیس مونوبالک ورنیه فک بلند با,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1077,1310-0004,کولیس مونو بالک ورنیه فک بلند — 0-200mm/0-8,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1078,1310-0005,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1079,1310-0006,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1080,1310-0007,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1081,1310-0008,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1082,1310-0009,کولیس مونو بالک ورنیه فک بلند — 0-500mm/0-20,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1083,1310-0010,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1084,1310-0011,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1085,1310-0012,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1086,1310-0015,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1087,1310-0016,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1088,1310-0017,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1089,1310-0021,کولیس مونو بالک ورنیه فک بلند — 0-1500mm/0-60,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1090,1310-0025,کولیس مونو بالک ورنیه فک بلند — 0-2000mm/0-80,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1091,1310-0030,کولیس مونو بالک ورنیه فک بلند — 0-300mm/0-12,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1092,1310-0031,کولیس مونو بالک ورنیه فک بلند — 0-300mm/0-12,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1093,1310-0041,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1094,1310-0042,کولیس مونو بالک ورنیه فک بلند — 0-600mm/0-24,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1095,1310-0043,کولیس مونو بالک ورنیه فک بلند — 0-800mm/0-32,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1096,1310-0044,کولیس مونو بالک ورنیه فک بلند — 0-800mm/0-32,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1097,1310-0055,کولیس مونو بالک ورنیه فک بلند — 0-1500mm/0-60,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1098,1310-0060,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1099,1310-0090,کولیس مونو بالک ورنیه فک بلند — 0-800mm/0-32,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1100,1310-0095,کولیس مونو بالک ورنیه فک بلند — 0-800mm/0-32,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1101,1310-0100,کولیس مونو بالک ورنیه فک بلند — 0-1000mm/0-40,True,,کولیس مونو بالک ورنیه فک بلند,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1102,1331-2115,ساعت ( SHOCK PROOFضد رضبه) — 0-150mm,True,,ساعت ( SHOCK PROOFضد رضبه),,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1103,1331-2120,ساعت کولیس 1 — 0-200mm,True,,ساعت کولیس 1,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1104,1331-2130,کولیس ساعت 2 — 0-300mm,True,,کولیس ساعت 2,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1105,1350-5005,ساعت کولیس 3 — 0-150mm,True,,ساعت کولیس 3,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1106,1350-5010,کولیس ساعت 4 — 0-200mm,True,,کولیس ساعت 4,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1107,1350-5015,ساعت کولیس 5 — 0-300mm,True,,ساعت کولیس 5,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1108,1351-0005,شابلون شعاع سنج — 0-50mm,True,,شابلون شعاع سنج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1109,1351-0010,شابلون شعاع سنج — 0-100mm,True,,شابلون شعاع سنج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1110,1351-0015,شابلون شعاع سنج — 0-150mm,True,,شابلون شعاع سنج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1111,1352-2010,شابلون شعاع سنج,True,,شابلون شعاع سنج,,,False,True,False,False,False,دقت,1
1112,1380-3004,کولیس ورنیه تیپ مونو بالک — 0-100mm/0-4,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1113,1380-3005,کولیس ورنیه تیپ مونو بالک — 0-150mm/0-6,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1114,1380-3010,کولیس ورنیه تیپ مونو بالک — 0-200mm/0-8,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1115,1380-3015,کولیس ورنیه تیپ مونو بالک — 0-300mm/0-12,True,,کولیس ورنیه تیپ مونو بالک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1116,1500-1052,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و — 0-1052mm",True,,"1,1.25,1.5,1.75,2,2.5,3,3.5,4 میلیمی تا 7 شابلون رزوه اینچ و",,,False,False,True,False,False,بازه اندازه‌گیری,1
1117,1704-0005,ضخامت سنج الکی — 0-50mm,True,,ضخامت سنج الکی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1118,1732-0035,ساعت مرکزیاب 1 — 0-35mm,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,بازه اندازه‌گیری,1
1119,1801-1005,رفرنس یاب محور ( Zزد زیرو) دیجیتال IP65ضد آب — 0-1005mm,True,,رفرنس یاب محور ( Zزد زیرو) دیجیتال IP65ضد آب,,,False,False,True,False,False,بازه اندازه‌گیری|دقت,2
1120,1801-2005,زاویه سنج نقاله ای دیجیتال — 20 سانت,True,,زاویه سنج نقاله ای دیجیتال,,,False,True,False,False,False,دقت,1
1121,1803-2110,ساعت مرکزیاب داسکوا کد 1803-2110,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1122,1803-4111,ساعت مرکزیاب داسکوا کد 1803-4111,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1123,1803-4112,ساعت مرکزیاب داسکوا کد 1803-4112,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1124,1803-4113,ساعت مرکزیاب داسکوا کد 1803-4113,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1125,1803-4114,ساعت مرکزیاب داسکوا کد 1803-4114,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1126,1803-4115,ساعت مرکزیاب داسکوا کد 1803-4115,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1127,1803-4116,ساعت مرکزیاب داسکوا کد 1803-4116,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1128,1803-4117,ساعت مرکزیاب داسکوا کد 1803-4117,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1129,1803-4118,ساعت مرکزیاب داسکوا کد 1803-4118,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1130,1803-4119,ساعت مرکزیاب داسکوا کد 1803-4119,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1131,1803-4120,ساعت مرکزیاب داسکوا کد 1803-4120,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1132,1803-4121,ساعت مرکزیاب داسکوا کد 1803-4121,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1133,1803-4122,ساعت مرکزیاب داسکوا کد 1803-4122,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1134,1803-4123,ساعت مرکزیاب داسکوا کد 1803-4123,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1135,1803-4124,ساعت مرکزیاب داسکوا کد 1803-4124,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1136,1803-4125,ساعت مرکزیاب داسکوا کد 1803-4125,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1137,1803-4126,ساعت مرکزیاب داسکوا کد 1803-4126,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1138,1803-4127,ساعت مرکزیاب داسکوا کد 1803-4127,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1139,1803-4128,ساعت مرکزیاب داسکوا کد 1803-4128,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1140,1803-4129,ساعت مرکزیاب داسکوا کد 1803-4129,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1141,1803-4130,ساعت مرکزیاب داسکوا کد 1803-4130,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1142,1803-4131,ساعت مرکزیاب داسکوا کد 1803-4131,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,دقت,1
1143,1803-4132,ساعت مرکزیاب داسکوا کد 1803-4132,True,,ساعت مرکزیاب 1,,,False,True,False,False,False,,0
1144,1804-0005,نقاله زاویه یاب آلومینیویم — 0-50mm,True,,نقاله زاویه یاب آلومینیویم,,,False,True,False,False,False,بازه اندازه‌گیری,1
1145,1804-1005,ی خط کش استیل 3کاره ( خط کش ؛ عمق سنج و عالمت گذاری) ی — 0-1005mm,True,,ی خط کش استیل 3کاره ( خط کش ؛ عمق سنج و عالمت گذاری) ی,,,False,False,True,False,False,بازه اندازه‌گیری,1
1146,1804-1006,نقاله زاویه سنج خر پا — 0-1006mm,True,,نقاله زاویه سنج خر پا,,,False,True,False,False,False,بازه اندازه‌گیری,1
1147,1804-1007,دیجیتالShore D — 0-1007mm,True,,دیجیتالShore D,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1148,1804-1010,پرگار داخل سنج دیجیتال با دسته — 0-1010mm,True,,پرگار داخل سنج دیجیتال با دسته,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1149,1804-1015,پرگار داخل سنج دیجیتال با دسته — 0-1015mm,True,,پرگار داخل سنج دیجیتال با دسته,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1150,1804-1020,/ /1 پرگار بی ر — 0-150mm/0-6,True,,/ /1 پرگار بی ر,,,False,True,False,False,False,بازه اندازه‌گیری,1
1151,1804-1025,/ /1 پرگار بی ر — 0-200mm/0-8,True,,/ /1 پرگار بی ر,,,False,True,False,False,False,بازه اندازه‌گیری,1
1152,1804-1035,ی سنج پالستیک و الستیک و ... — 0-1035mm,True,,ی سنج پالستیک و الستیک و,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1153,1804-1045,سخت سنج پالستیک و الستیک و ... — 0-1045mm,True,,سخت سنج پالستیک و الستیک و,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1154,1804-1065,کولیس دیجیتال نمایشگر بزرگ — 0-150mm/0-6,True,,کولیس دیجیتال نمایشگر بزرگ,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1155,1804-1070,کولیس دیجیتال نمایشگر بزرگ — 0-200mm/0-8,True,,کولیس دیجیتال نمایشگر بزرگ,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1156,1804-1075,کولیس دیجیتال نمایشگر بزرگ — 0-300mm/0-12,True,,کولیس دیجیتال نمایشگر بزرگ,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1157,1804-1090,سخت سنج پالستيك و الستيك و ...ساعتي — 0-1090mm,True,,سخت سنج پالستيك و الستيك و ...ساعتي,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1158,1804-1095,ی ي Shore A — 0-1095mm,True,,ی ي Shore A,,,False,True,False,False,False,بازه اندازه‌گیری,1
1159,1804-1100,ساعتي Shore C — 0-1100mm,True,,ساعتي Shore C,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1160,1804-1102,ی خط کش استیل 3کاره ( خط کش ؛ عمق سنج و عالمت گذاری) ی — 0-1102mm,True,,ی خط کش استیل 3کاره ( خط کش ؛ عمق سنج و عالمت گذاری) ی,,,False,False,True,False,False,بازه اندازه‌گیری,1
1161,1804-1103,نقاله زاویه سنج خر پا — 0-1103mm,True,,نقاله زاویه سنج خر پا,,,False,True,False,False,False,بازه اندازه‌گیری,1
1162,1804-1104,نقاله زاویه سنج خر پا — 0-1104mm,True,,نقاله زاویه سنج خر پا,,,False,True,False,False,False,بازه اندازه‌گیری,1
1163,1804-1106,خط کش زاویه سنج 90درجه — 0-1106mm,True,,خط کش زاویه سنج 90درجه,,,False,True,False,False,False,بازه اندازه‌گیری,1
1164,1804-1107,خط کش زاویه سنج 45درجه و 90 — 0-1107mm,True,,خط کش زاویه سنج 45درجه و 90,,,False,True,False,False,False,بازه اندازه‌گیری,1
1165,1804-1115,رنیو سنج دیجیتال — 0-1115mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1166,1804-1120,رنیو سنج دیجیتال — 0-1120mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1167,1804-1125,رنیو سنج دیجیتال — 0-1125mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری,1
1168,1804-1130,ساعت رنیوسنج — 0-1130mm,True,,ساعت رنیوسنج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1169,1804-1131,ساعت رنیوسنج — 0-1131mm,True,,ساعت رنیوسنج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1170,1804-1132,ساعت رنیوسنج — 0-1132mm,True,,ساعت رنیوسنج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1171,1804-1133,ساعت رنیوسنج — 0-1133mm,True,,ساعت رنیوسنج,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1172,1804-1165,رنیو سنج دیجیتال — 0-1165mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1173,1804-1170,رنیو سنج دیجیتال — 0-1170mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1174,1804-1175,رنیو سنج دیجیتال — 0-1175mm,True,,رنیو سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1175,1804-1215,کولیس ورنیه آلومینیوم (مناسب کارهای آهنگری و نجاری و )... — 0-610mm/24,True,,کولیس ورنیه آلومینیوم (مناسب کارهای آهنگری و نجاری و ),,,False,False,True,False,False,بازه اندازه‌گیری,1
1176,1804-1405,گیج مرکزیاب — 0-1405mm,True,,گیج مرکزیاب,,,False,True,False,False,False,بازه اندازه‌گیری,1
1177,1804-1710,گیج مرکزیاب — 0-1710mm,True,,گیج مرکزیاب,,,False,True,False,False,False,بازه اندازه‌گیری,1
1178,1804-2005,ضخامت سنج رنگ دیجیتال,True,,ضخامت سنج رنگ دیجیتال,,,False,True,False,False,False,دقت,1
1179,1804-2010,ضخامت سنج رنگ دیجیتال,True,,ضخامت سنج رنگ دیجیتال,,,False,True,False,False,False,دقت,1
1180,1804-2015,ضخامت‌سنج پوشش داسکوا کد 1804-2015,True,,ضخامت سنج الکی,,,False,True,False,False,False,دقت,1
1181,1804-2405,محدوده سوزن محدوه اندازه,True,,محدوده سوزن محدوه اندازه,,,False,True,False,False,False,,0
1182,1804-4613,ی سنج پالستیک و الستیک و ...دیجیتال,True,,ی سنج پالستیک و الستیک و ...دیجیتال,,,False,True,False,False,False,,0
1183,1804-5111,شابلون شعاع گوشه,True,,شابلون شعاع گوشه,,,False,True,False,False,False,,0
1184,1804-5116,شابلون شعاع گوشه,True,,شابلون شعاع گوشه,,,False,True,False,False,False,,0
1185,1804-5221,شابلون شعاع گوشه,True,,شابلون شعاع گوشه,,,False,True,False,False,False,,0
1186,1804-5223,شابلون شعاع گوشه,True,,شابلون شعاع گوشه,,,False,True,False,False,False,,0
1187,1804-5331,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1188,1804-5336,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1189,1804-5341,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1190,1804-5441,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1191,1804-5771,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,دقت,1
1192,1804-5773,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,دقت,1
1193,1804-5774,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1194,1804-5779,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,دقت,1
1195,1804-5881,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1196,1804-5991,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1197,1804-6111,شابلون شعاع گوشه,True,,شابلون شعاع گوشه,,,False,True,False,False,False,,0
1198,1804-6221,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,دقت,1
1199,1804-6302,زبری سنج دیجیتال پرتابل,True,,زبری سنج دیجیتال پرتابل,,,False,True,False,False,False,,0
1200,1804-6310,بلوک زبری سنج,True,,بلوک زبری سنج,,,False,True,False,False,False,,0
1201,1804-6331,گونیا تنظیم زاویه متغیی,True,,گونیا تنظیم زاویه متغیی,,,False,True,False,False,False,,0
1202,1804-6663,ست ساعت تراز تیغه با 2رابط بلند,True,,ست ساعت تراز تیغه با 2رابط بلند,,,False,True,False,False,False,,0
1203,1804-6771,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1204,1804-6881,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1205,1804-6882,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1206,1804-6991,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1207,1804-6993,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1208,1804-6996,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,True,,برای برش تیک/میی؛.3ظرفیت :S/Mداده زاویه؛.2حالت اندازه ر,,,False,True,False,False,False,,0
1209,1804-7013,میکروسکوپ اندازه گی,True,,میکروسکوپ اندازه گی,,,False,True,False,False,False,دقت,1
1210,1804-7111,صفحه رفرنس زاویه,True,,صفحه رفرنس زاویه,,,False,True,False,False,False,,0
1211,2000-2005,کولیس دیجیتال 2چیپ خروج — 0-150mm/0-6,True,,کولیس دیجیتال 2چیپ خروج,,,False,True,False,False,False,بازه اندازه‌گیری,1
1212,2000-2010,کولیس دیجیتال 2چیپ خروج 1 — 0-200mm/0-8,True,,کولیس دیجیتال 2چیپ خروج 1,,,False,True,False,False,False,بازه اندازه‌گیری,1
1213,2000-2015,کولیس دیجیتال 2چیپ خروج 2 — 0-300mm/0-12,True,,کولیس دیجیتال 2چیپ خروج 2,,,False,True,False,False,False,بازه اندازه‌گیری,1
1214,2001-2005,کولیس عمق سنج دیجیتال — 0-150mm/0-6,True,,کولیس عمق سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1215,2001-2010,سوزن (گرد) ( IP67 2 — 0-200mm/0-8,True,,سوزن (گرد) ( IP67 2,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1216,2001-2015,سوزن (گرد) ( IP67 2 — 0-300mm/0-12,True,,سوزن (گرد) ( IP67 2,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1217,2015-1005,کولیس دیجیتال IP67ضد آب و — 0-150mm,True,,کولیس دیجیتال IP67ضد آب و,,,False,True,False,False,False,بازه اندازه‌گیری,1
1218,2015-2405,کولیس دیجیتال IP67ضد آب و — 0-150mm/0-6,True,,کولیس دیجیتال IP67ضد آب و,,,False,True,False,False,False,بازه اندازه‌گیری,1
1219,2015-2410,/ کولیس دیجیتال IP67ضد آب و — 0-200mm/0-8,True,,/ کولیس دیجیتال IP67ضد آب و,,,False,True,False,False,False,بازه اندازه‌گیری,1
1220,2015-2415,/ کولیس دیجیتال IP67ضد آب و — 0-300mm/0-12,True,,/ کولیس دیجیتال IP67ضد آب و,,,False,True,False,False,False,بازه اندازه‌گیری,1
1221,2020-1005,کولیس دیجیتال IP67ضد آب و — 0-150mm,True,,کولیس دیجیتال IP67ضد آب و,,,False,True,False,False,False,بازه اندازه‌گیری,1
1222,2035-0006,کولیس پالستییک ساخته شده از فایی — 0-150mm/0-6,True,,کولیس پالستییک ساخته شده از فایی,,,False,True,False,False,False,بازه اندازه‌گیری,1
1223,2065-1105,کولیس شیار خارج سنج دیجیتال — 0-150mm,True,,کولیس شیار خارج سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1224,2065-1110,کولیس شیار خارج سنج دیجیتال — 0-200mm,True,,کولیس شیار خارج سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1225,2065-1115,کولیس شیار خارج سنج دیجیتال — 0-300mm,True,,کولیس شیار خارج سنج دیجیتال,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1226,2070-1105,کولیس اندازه گی — 0-150mm/ -6,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1227,2070-1110,کولیس اندازه گی — 0-1110mm,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1228,2070-1115,کولیس اندازه گی — 0-1115mm,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1229,2100-1015,کولیس دیجیتال فک متحرک — 0-150mm,True,,کولیس دیجیتال فک متحرک,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1230,2100-1115,کولیس اندازه گی — 0-1115mm,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
1231,2100-1120,کولیس اندازه گی — 0-1120mm,True,,کولیس اندازه گی,,,False,True,False,False,False,بازه اندازه‌گیری|دقت,2
