source_pages,extracted_candidate_row,raw_identity,normalized_identity,raw_price,price_unit,proposed_toman_price,confidence,rejected_reason,duplicate_status,manual_review_required,line
11,"TG AB 2.5 460,000",TG AB 2.5,,"460,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,65
11,"TG AB 3 515,200",TG AB 3,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,66
11,"TG AB 3.2 515,200",TG AB 3.2,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,67
11,"TG AB 3.5 515,200",TG AB 3.5,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,68
11,"TG AB 3.75 515,200",TG AB 3.75,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,69
11,"TG AB 4 515,200",TG AB 4,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,70
11,"TG AB 4.2 515,200",TG AB 4.2,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,71
11,"TG AB 4.5 515,200",TG AB 4.5,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,72
11,"TG AB 5 864,800",TG AB 5,,"864,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,73
11,"TG AB 5.2 864,800",TG AB 5.2,,"864,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,74
11,"TG AB 5.5 864,800",TG AB 5.5,,"864,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,75
11,"TG AB 6 1,104,000",TG AB 6,,"1,104,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,77
11,"TG AB 6.5 1,104,000",TG AB 6.5,,"1,104,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,78
11,"TG AB 7 1,177,600",TG AB 7,,"1,177,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,79
11,"TG AB 7.5 1,324,800",TG AB 7.5,,"1,324,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,80
11,"TG AB 8 1,987,200",TG AB 8,,"1,987,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,81
11,"TG AB 8.5 1,987,200",TG AB 8.5,,"1,987,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,82
11,"TG AB 9 2,263,200",TG AB 9,,"2,263,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,83
11,"TG AB 9.5 2,428,800",TG AB 9.5,,"2,428,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,84
11,"TG AB 10 2,668,000",TG AB 10,,"2,668,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,85
11,"TG AB 10.5 3,045,200",TG AB 10.5,,"3,045,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,86
11,"TG AB 11 3,256,800",TG AB 11,,"3,256,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,87
11,"TG AB 11.5 3,554,880",TG AB 11.5,,"3,554,880",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,88
11,"TG AB 12 3,838,240",TG AB 12,,"3,838,240",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,89
11,"TG AB 12.5 4,044,320",TG AB 12.5,,"4,044,320",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,90
11,"TG AB 13 4,237,520",TG AB 13,,"4,237,520",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,91
11,"TG AB 13.5 5,586,240",TG AB 13.5,,"5,586,240",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,92
11,"TG AB 14 7,319,520",TG AB 14,,"7,319,520",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,93
11,"TG AB 14.5 7,702,240",TG AB 14.5,,"7,702,240",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,94
11,"TG AB 15 8,859,600",TG AB 15,,"8,859,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,95
11,"TG AB 15.5 7,709,600",TG AB 15.5,,"7,709,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,96
11,"TG AB 16 10,396,000",TG AB 16,,"10,396,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,97
11,"TG AB 16.5 11,040,000",TG AB 16.5,,"11,040,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,98
11,"TG AB 17 11,040,000",TG AB 17,,"11,040,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,99
11,"TG AB 17.5 11,040,000",TG AB 17.5,,"11,040,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,100
11,"TG AB 18 12,512,000",TG AB 18,,"12,512,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,102
11,"TG AB 18.5 12,512,000",TG AB 18.5,,"12,512,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,103
11,"TG AB 19 13,560,800",TG AB 19,,"13,560,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,104
11,"TG AB 19.5 13,560,800",TG AB 19.5,,"13,560,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,105
11,"TG AB 20 14,720,000",TG AB 20,,"14,720,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,106
11,"TG C ! > AB 4.5 349,600",TG C ! > AB 4.5,,"349,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,107
11,"TG C ! > AB 3.5 312,800",TG C ! > AB 3.5,,"312,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,108
11,"TG C ! > AB 4 349,600",TG C ! > AB 4,,"349,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,109
11,"TG C ! > AB 4.2 349,600",TG C ! > AB 4.2,,"349,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,110
11,"TG #8(D AB 3 552,000",TG #8(D AB 3,,"552,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,111
11,"TG #8(D AB 3.5 552,000",TG #8(D AB 3.5,,"552,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,112
11,"TG #8(D AB 6 1,104,000",TG #8(D AB 6,,"1,104,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,113
11,"TG #8(D AB 8 1,987,200",TG #8(D AB 8,,"1,987,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,114
11,"TG = > 11.5 11,739,200",TG = > 11.5,,"11,739,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,115
11,"TG = > 12 12,604,000",TG = > 12,,"12,604,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,116
11,"TG = > 12.5 15,456,000",TG = > 12.5,,"15,456,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,117
11,"TG = > 13 16,891,200",TG = > 13,,"16,891,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,118
11,"TG = > 15.5 18,492,000",TG = > 15.5,,"18,492,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,119
11,"TG = > 16 25,576,000",TG = > 16,,"25,576,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,120
11,"TG = > 16.5 25,576,000",TG = > 16.5,,"25,576,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,121
11,"TG = > 18 27,912,800",TG = > 18,,"27,912,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,122
11,"TG = > 19 31,997,600",TG = > 19,,"31,997,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,123
11,"TG = > 19.5 32,365,600",TG = > 19.5,,"32,365,600",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,124
11,"TG = > 20 34,960,000",TG = > 20,,"34,960,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,125
11,"TG = > 1 331,200",TG = > 1,,"331,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,127
11,"TG = > 3.75 1,067,200",TG = > 3.75,,"1,067,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,128
11,"TG = > 4.2 1,398,400",TG = > 4.2,,"1,398,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,129
11,"TG = > 7 3,348,800",TG = > 7,,"3,348,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,130
11,"TG = > 7.5 3,348,800",TG = > 7.5,,"3,348,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,131
11,"TG = > 8 4,636,800",TG = > 8,,"4,636,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,132
11,"TG = > 9 6,550,400",TG = > 9,,"6,550,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,133
11,"TG = > 9.5 6,550,400",TG = > 9.5,,"6,550,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,134
11,"TG = > 10 8,188,000",TG = > 10,,"8,188,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,135
11,"TG = > 11 11,168,800",TG = > 11,,"11,168,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,136
11,"E ! D = > 2.5 515,200",E ! D = > 2.5,,"515,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,137
11,"E ! D = > 3.5 1,067,200",E ! D = > 3.5,,"1,067,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,138
11,"E ! D = > 4 1,251,200",E ! D = > 4,,"1,251,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,139
11,"E ! D = > 4.2 1,398,400",E ! D = > 4.2,,"1,398,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,140
11,"E ! D = > 6 2,447,200",E ! D = > 6,,"2,447,200",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,141
11,"E ! D = > 8 4,636,800",E ! D = > 8,,"4,636,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,142
11,"E ! D = > 11 11,168,800",E ! D = > 11,,"11,168,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,143
11,"E ! D = > 12 12,604,000",E ! D = > 12,,"12,604,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,144
11,"F 8> = > 1 386,400",F 8> = > 1,,"386,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,145
11,"F 8> = > 4 1,196,000",F 8> = > 4,,"1,196,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,146
11,"F 8> = > 9 7,120,800",F 8> = > 9,,"7,120,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,147
11,"F 8> = > 11.5 12,456,800",F 8> = > 11.5,,"12,456,800",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,148
11,"F 8> = > 12 13,634,400",F 8> = > 12,,"13,634,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,149
11,"F 8> = > 12.5 16,302,400",F 8> = > 12.5,,"16,302,400",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,150
11,"TG 2 > 12 13,248,000",TG 2 > 12,,"13,248,000",rial_unconfirmed,,low,no_manufacturer_sku_column,,true,152
