product_id,sku,current_is_available,proposed_is_available,current_base_price,verified_mitutoyoiran_price,inventory_source,inventory_source_match,price_source,source_retrieved_at,snapshot_sha256,identity_match,content_safety,primary_image_status,expected_current_hash,availability_class,allowed_future_mutation,base_price_change,is_active_change,price_plan_prerequisite,cohort
2269,7014,false,true,18220000.00,21192500,https://www.mitutoyoiran.com/,7014,mitutoyoiran:3509,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU_AND_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,d5481ae4b0ba293d889a52e11b5304b5da762248e637a679759f89b2cd0ea7ac,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2270,7033,false,true,,128787500,https://www.mitutoyoiran.com/,7033,mitutoyoiran:3510,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU_AND_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,40810999f4f6f41613a09c0d2b245d795f419ca87496fadef134a3af6c7e41ef,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2276,513-414E,false,true,24270000.00,28222500,https://www.mitutoyoiran.com/,513-414E,mitutoyoiran:3516,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,2d5a55a173b35d266cfedd5ec54aec64706b397734763621fca8035339bb116d,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2283,511-204,false,true,40120000.00,46660000,https://www.mitutoyoiran.com/,511-204,mitutoyoiran:3570,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,519c4a33ee232d986de0293bec4030eddb48b301d3b0bcc4b60665ae3a971b1f,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2298,103-144,false,true,28360000.00,32982500,https://www.mitutoyoiran.com/,103-144,mitutoyoiran:4203,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,93081c3d1b6d6eeee01c181971a728bcb7b643c252f89e7be98307da5f0dfbf7,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2303,104-142A,false,true,95510000.00,111062500,https://www.mitutoyoiran.com/,104-142A,mitutoyoiran:4214,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,77fc088cc3c3df6e5d07d0256c4c336a17c3e3b9cb8224c75f8ec89d2ceddc06,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2304,104-143A,false,true,107900000.00,125470000,https://www.mitutoyoiran.com/,104-143A,mitutoyoiran:4216,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,e20d47069b9d132a400ef7440a7e6ada59ed087fc9eec68ecd62b6ecb641fd64,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2305,104-144A,false,true,140770000.00,163687500,https://www.mitutoyoiran.com/,104-144A,mitutoyoiran:4218,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,bf484c1037cdb435491098ff413c3137a711793d9966af5767fbc428238ef30f,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2306,104-145A,false,true,,183027500,https://www.mitutoyoiran.com/,104-145A,mitutoyoiran:4221,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,c594c5bce6cbb377e91c66004bdbebbb5258ff2375aa6ff042a6d277c5bba6ba,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2307,104-141A,false,true,75900000.00,88265000,https://www.mitutoyoiran.com/,104-141A,mitutoyoiran:4223,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,18f4099f696de9095dd06053afde23d6aec6c0742f3bf9259039f266f6cd0584,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
