product_id,site_sku,target_sku,canonical_manufacturer_sku,current_is_available,proposed_is_available,current_base_price,current_is_active,current_image_count,current_deleted_at,target_membership_state,identity_confidence,identity_match_type,authoritative_inventory,authoritative_price_status,media_state,public_fields_state,blocker,reason_for_disable,mutation_scope,price_mutation,active_mutation,snapshot_product_id,snapshot_sku,snapshot_base_price,snapshot_is_available,snapshot_is_active,r1_provenance_kind,r1_rule_id,old_s1_would_disable
1867,1340-150,1340-150,1340-150,true,false,4430000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1867,1340-150,4430000.00,true,true,not_resolved_r1,,true
1868,1340-200,1340-200,1340-200,true,false,4840000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1868,1340-200,4840000.00,true,true,not_resolved_r1,,true
1869,1340-300,1340-300,1340-300,true,false,6130000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1869,1340-300,6130000.00,true,true,not_resolved_r1,,true
1870,1520-150,1520-150,1520-150,true,false,12770000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1870,1520-150,12770000.00,true,true,not_resolved_r1,,true
1871,1530-300,1530-300,1530-300,true,false,34230000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1871,1530-300,34230000.00,true,true,not_resolved_r1,,true
1872,1530-500,1530-500,1530-500,true,false,49100000.00,false,0,,target_member,high,exact_target_and_site,نا موجود,valid,missing_or_not_ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1872,1530-500,49100000.00,true,false,not_resolved_r1,,true
1873,2112-101,2112-101,2112-101,true,false,21960000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1873,2112-101,21960000.00,true,true,not_resolved_r1,,true
1874,2112-251,2112-251,2112-251,true,false,14890000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1874,2112-251,14890000.00,true,true,not_resolved_r1,,true
1875,2112-501,2112-501,2112-501,true,false,33620000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1875,2112-501,33620000.00,true,true,not_resolved_r1,,true
1876,2122-160,2122-160,2122-160A,true,false,25680000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1876,2122-160,25680000.00,true,true,individually_proven_batch,INSIZE_AWL_BUILTIN_WIRELESS_DISTINCT_FROM_A,true
1877,2141-202,2141-202,2141-202A,true,false,16590000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1877,2141-202,16590000.00,true,true,individually_proven_batch,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1878,2142-101,2142-101,2142-101,true,false,11370000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1878,2142-101,11370000.00,true,true,not_resolved_r1,,true
1879,2142-102,2142-102,2142-102,true,false,11680000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1879,2142-102,11680000.00,true,true,not_resolved_r1,,true
3485,2170-1,2170-1,2170-1,true,false,5220000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,3485,2170-1,5220000.00,true,true,not_resolved_r1,,true
1881,2172-360,2172-360,,true,false,24370000.00,true,1,,target_member,low_requires_review,near_or_ambiguous,,invalid_or_missing,ready,not_ready,unresolved_identity_risk_c,Unresolved Risk C / near-or-ambiguous identity; cannot authorize public sale,is_available_only,none,none,1881,2172-360,24370000.00,true,true,not_resolved_r1,,false
1882,2173-360,2173-360,2173-360,true,false,11430000.00,false,0,,target_member,high,exact_target_and_site,نا موجود,valid,missing_or_not_ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1882,2173-360,11430000.00,true,false,not_resolved_r1,,true
1883,2174-225,2174-225,2174-225,true,false,10290000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1883,2174-225,10290000.00,true,true,not_resolved_r1,,true
1884,2175-360,2175-360,2175-360,true,false,7080000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1884,2175-360,7080000.00,true,true,not_resolved_r1,,true
1885,2176-200,2176-200,2176-200,true,false,4200000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1885,2176-200,4200000.00,true,true,not_resolved_r1,,true
1888,2222-301,2222-301,2222-301,true,false,15370000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1888,2222-301,15370000.00,true,true,not_resolved_r1,,true
1889,2223-153,2223-153,2223-153,true,false,18120000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1889,2223-153,18120000.00,true,true,not_resolved_r1,,true
1890,2275-300,2275-300,2275-300,true,false,1956000.00,false,0,,target_member,high_identity_needs_completion,exact_target_and_site,موجود,valid,missing_or_not_ready,ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1890,2275-300,1956000.00,true,false,not_resolved_r1,,false
1892,2281-360,2281-360,2281-360,true,false,970000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1892,2281-360,970000.00,true,true,not_resolved_r1,,true
1893,2307-105,2307-105,2307-105,true,false,2600000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1893,2307-105,2600000.00,true,true,not_resolved_r1,,true
3483,2308-10,2308-10,2308-10A,true,false,4440000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,ready,not_ready,required_public_fields_not_ready,Required public structural fields not ready (name/slug/brand/category/required_fields_ready),is_available_only,none,none,3483,2308-10,4440000.00,true,true,individually_proven_batch,INSIZE_FA_SUFFIX_DISTINCT_FROM_A,false
3618,2310-30,2310-30,2310-30A,true,false,11100000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,ready,not_ready,required_public_fields_not_ready,Required public structural fields not ready (name/slug/brand/category/required_fields_ready),is_available_only,none,none,3618,2310-30,11100000.00,true,true,rule_derived,INSIZE_FA_SUFFIX_DISTINCT_FROM_A,false
3620,2313-1,,,true,false,11040000.00,true,1,,non_target,none,non_target_brand_row,,n/a_non_target_or_unmapped,missing_or_not_ready,not_ready,non_target_insize_brand_row,INSIZE brand product not in authoritative 872-SKU membership target; quarantine from public sale,is_available_only,none,none,3620,2313-1,11040000.00,true,true,,,false
1894,2322-160,2322-160,2322-160A,true,false,15900000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1894,2322-160,15900000.00,true,false,individually_proven_batch,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1895,2322-250,2322-250,2322-250A,true,false,21090000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1895,2322-250,21090000.00,true,false,individually_proven_batch,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1896,2322-450,2322-450,2322-450A,true,false,24990000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1896,2322-450,24990000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
3630,2322-60,2322-60,2322-60A,true,false,15510000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,3630,2322-60,15510000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1897,2333-201,2333-201,2333-201,true,false,18650000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1897,2333-201,18650000.00,true,true,not_resolved_r1,,true
1898,2341-101,2341-101,2341-101A,true,false,7130000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1898,2341-101,7130000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1899,2342-202,2342-202,2342-202,true,false,12460000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1899,2342-202,12460000.00,true,true,not_resolved_r1,,true
1900,2343-102,2343-102,2343-102,true,false,5460000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1900,2343-102,5460000.00,true,true,not_resolved_r1,,true
3512,2364-1,2364-1,2364-1,true,false,21870000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,3512,2364-1,21870000.00,true,true,not_resolved_r1,,true
1902,2373-360,2373-360,2373-360,true,false,12380000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1902,2373-360,12380000.00,true,true,not_resolved_r1,,true
1903,2374-320,2374-320,2374-320,true,false,8630000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1903,2374-320,8630000.00,true,true,not_resolved_r1,,true
1905,2711-165,2711-165,2711-165,true,false,6360000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1905,2711-165,6360000.00,true,true,not_resolved_r1,,true
1906,2711-216,2711-216,2711-216,true,false,6990000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1906,2711-216,6990000.00,true,true,not_resolved_r1,,true
1907,2771-360,2771-360,2771-360,true,false,17170000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1907,2771-360,17170000.00,true,true,not_resolved_r1,,true
1908,2825-160,2825-160,2825-160,true,false,16730000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1908,2825-160,16730000.00,true,true,not_resolved_r1,,true
1909,2827-160,2827-160,2827-160A,true,false,18460000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1909,2827-160,18460000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1910,2828-800,2828-800,2828-800A,true,false,58230000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1910,2828-800,58230000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1911,2841-300,2841-300,2841-300,true,false,30030000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1911,2841-300,30030000.00,true,true,not_resolved_r1,,true
1912,2841-500,2841-500,2841-500,true,false,33180000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1912,2841-500,33180000.00,true,true,not_resolved_r1,,true
1913,2862-102,2862-102,2862-102,true,false,5630000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1913,2862-102,5630000.00,true,true,not_resolved_r1,,true
1915,3101-225,3101-225,3101-225A,true,false,23470000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1915,3101-225,23470000.00,true,true,individually_proven_batch,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1916,3101-250,3101-250,3101-250A,true,false,25890000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1916,3101-250,25890000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1917,3101-275,3101-275,3101-275A,true,false,27710000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1917,3101-275,27710000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1918,3101-300,3101-300,3101-300A,true,false,29780000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1918,3101-300,29780000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1919,3108-100,3108-100,3108-100A,true,false,11370000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1919,3108-100,11370000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
3548,3108-25,3108-25,3108-25A,true,false,15390000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,3548,3108-25,15390000.00,true,false,individually_proven_batch,INSIZE_FA_SUFFIX_DISTINCT_FROM_A,false
3549,3108-50,3108-50,3108-50A,true,false,17340000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,3549,3108-50,17340000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1921,3109-125,3109-125,3109-125A,true,false,9720000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1921,3109-125,9720000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1922,3109-150,3109-150,3109-150A,true,false,10790000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1922,3109-150,10790000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1923,3109-175,3109-175,3109-175A,true,false,12590000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1923,3109-175,12590000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1924,3109-200,3109-200,3109-200A,true,false,13710000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1924,3109-200,13710000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1925,3109-225,3109-225,3109-225A,true,false,16110000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1925,3109-225,16110000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
3550,3109-25,3109-25,3109-25A,true,false,9870000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,موجود,valid,ready,not_ready,required_public_fields_not_ready,Required public structural fields not ready (name/slug/brand/category/required_fields_ready),is_available_only,none,none,3550,3109-25,9870000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1926,3109-250,3109-250,3109-250A,true,false,17580000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1926,3109-250,17580000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1927,3109-275,3109-275,3109-275A,true,false,19050000.00,true,1,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1927,3109-275,19050000.00,true,true,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1928,3109-300,3109-300,3109-300A,true,false,20820000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1928,3109-300,20820000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
3551,3109-50,3109-50,3109-50A,true,false,12510000.00,false,0,,target_member,medium,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,3551,3109-50,12510000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1929,3127-100,3127-100,3127-100,true,false,51510000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1929,3127-100,51510000.00,true,true,not_resolved_r1,,true
1930,3127-123,3127-123,3127-123,true,false,100100000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1930,3127-123,100100000.00,true,true,not_resolved_r1,,true
1931,3127-125,3127-125,3127-125,true,false,52520000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1931,3127-125,52520000.00,true,true,not_resolved_r1,,true
1932,3127-150,3127-150,3127-150,true,false,60270000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1932,3127-150,60270000.00,true,true,not_resolved_r1,,true
1933,3127-175,3127-175,3127-175,true,false,69840000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1933,3127-175,69840000.00,true,true,not_resolved_r1,,true
1934,3127-200,3127-200,3127-200,true,false,80570000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1934,3127-200,80570000.00,true,true,not_resolved_r1,,true
1935,3127-202,3127-202,3127-202,true,false,68250000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1935,3127-202,68250000.00,true,true,not_resolved_r1,,true
1936,3127-225,3127-225,3127-225,true,false,95400000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1936,3127-225,95400000.00,true,true,not_resolved_r1,,true
1937,3127-250,3127-250,3127-250,true,false,115300000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1937,3127-250,115300000.00,true,true,not_resolved_r1,,true
1938,3127-275,3127-275,3127-275,true,false,131980000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1938,3127-275,131980000.00,true,true,not_resolved_r1,,true
1939,3127-300,3127-300,3127-300,true,false,155850000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1939,3127-300,155850000.00,true,true,not_resolved_r1,,true
1940,3127-504,3127-504,3127-504,true,false,141650000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1940,3127-504,141650000.00,true,true,not_resolved_r1,,true
1944,3203-1506,3203-1506,3203-1506A,true,false,32790000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1944,3203-1506,32790000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1947,3203-225,3203-225,3203-225A,true,false,13050000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1947,3203-225,13050000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
3556,3203-25,3203-25,3203-25A,true,false,4140000.00,true,1,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,ready,not_ready,required_public_fields_not_ready,Required public structural fields not ready (name/slug/brand/category/required_fields_ready),is_available_only,none,none,3556,3203-25,4140000.00,true,true,individually_proven_batch,INSIZE_FA_SUFFIX_DISTINCT_FROM_A,false
1948,3203-250,3203-250,3203-250A,true,false,14370000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1948,3203-250,14370000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1949,3203-275,3203-275,3203-275A,true,false,16230000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1949,3203-275,16230000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1950,3203-300,3203-300,3203-300A,true,false,17340000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1950,3203-300,17340000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
1951,3203-3006,3203-3006,3203-3006A,true,false,44000000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,نا موجود,valid,missing_or_not_ready,not_ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1951,3203-3006,44000000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,true
1952,3203-3012,3203-3012,3203-3012A,true,false,157050000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,1952,3203-3012,157050000.00,true,false,rule_derived,INSIZE_MEMBERSHIP_OMITS_TRAILING_SERIES_A,false
3559,3203-50,3203-50,3203-50A,true,false,4620000.00,false,0,,target_member,high,r1_proven_membership_to_manufacturer_existing,موجود,valid,missing_or_not_ready,not_ready,not_active,Product is not active; cannot remain publicly available under public-sale gate,is_available_only,none,none,3559,3203-50,4620000.00,true,false,rule_derived,INSIZE_FA_SUFFIX_DISTINCT_FROM_A,false
1953,3205-1000,3205-1000,3205-1000,true,false,75400000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1953,3205-1000,75400000.00,true,true,not_resolved_r1,,true
1954,3205-1200,3205-1200,3205-1200,true,false,155800000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1954,3205-1200,155800000.00,true,true,not_resolved_r1,,true
1955,3205-1400,3205-1400,3205-1400,true,false,166370000.00,true,1,,target_member,high,exact_target_and_site,نا موجود,valid,ready,ready,authoritative_source_unavailable,Authoritative distributor status is نا موجود (not موجود),is_available_only,none,none,1955,3205-1400,166370000.00,true,true,not_resolved_r1,,true
