id,sku,normalized_sku,current_brand,current_base_price,proposed_base_price,base_price_change,current_is_available,proposed_is_available,is_available_change,current_is_active,proposed_is_active,is_active_change,image_count,primary_image_url,media_ready,commerce_ready,public_sell_ready,reconciliation_state,source_product,source_price,source_inventory,inventory_status,inclusion_reasons,target_provenance
3621,2311-5,2311-5,INSIZE | اینسایز,,7550000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3621/c7b2ab59f792abce.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3494,2364-10,2364-10,INSIZE | اینسایز,,10650000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3494/9aed9e092b280d47.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
1901,2372-360,2372-360,INSIZE | اینسایز,12300000.00,14700000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/1901/34dbb56d1401cf63.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3614,2380-08,2380-08,INSIZE | اینسایز,7140000.00,8500000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3614/a1694d2674c0260f.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3616,2381-02,2381-02,INSIZE | اینسایز,,17700000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3616/a1694d2674c0260f.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
1904,2381-021,2381-021,INSIZE | اینسایز,14400000.00,17200000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/1904/a1694d2674c0260f.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3615,2381-08,2381-08,INSIZE | اینسایز,7320000.00,8725000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3615/a1694d2674c0260f.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3631,2852-18,2852-18,INSIZE | اینسایز,18600000.00,22200000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3631/381c6ef0eb54260a.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3637,2871-10,2871-10,INSIZE | اینسایز,,14375000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3637/7b5c9db2477e9365.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
1914,2871-101,2871-101,INSIZE | اینسایز,26520000.00,31750000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/1914/7b5c9db2477e9365.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
1958,3205-400,3205-400,INSIZE | اینسایز,57900000.00,69250000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/1958/18828bda8415ab55.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3515,3220-30,3220-30,INSIZE | اینسایز,11220000.00,13400000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3515/5079874007021182.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3522,3220-50,3220-50,INSIZE | اینسایز,12390000.00,14750000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3522/5079874007021182.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3524,3220-75,3220-75,INSIZE | اینسایز,16980000.00,20325000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3524/5079874007021182.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
1971,3222-500,3222-500,INSIZE | اینسایز,32070000.00,38250000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/1971/0171f8b357875673.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3575,3400-25,3400-25,INSIZE | اینسایز,,14075000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3575/cf905b1ede75d843.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3547,4206-1,4206-1,INSIZE | اینسایز,5010000.00,5975000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3547/3be03ecd3812a575.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3544,4602-17,4602-17,INSIZE | اینسایز,867000.00,1032500,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3544/7a70283e50601eee.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3632,4602-20,4602-20,INSIZE | اینسایز,924000.00,1102500,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3632/a0abbb7e82643879.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3545,4602-32,4602-32,INSIZE | اینسایز,1215000.00,1450000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3545/7a70283e50601eee.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
2014,4605-201,4605-201,INSIZE | اینسایز,2094000.00,2500000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/2014/4b137a57dd55b143.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3841,4608-31,4608-31,INSIZE | اینسایز,1164000.00,1390000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3841/f41c22a1b04373bb.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3546,4621-02,4621-02,INSIZE | اینسایز,,3700000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3546/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3552,4621-03,4621-03,INSIZE | اینسایز,2325000.00,2775000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3552/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3553,4621-04,4621-04,INSIZE | اینسایز,,2775000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3553/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3554,4621-05,4621-05,INSIZE | اینسایز,1713000.00,2042500,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3554/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3555,4621-06,4621-06,INSIZE | اینسایز,,1835000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3555/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3557,4621-07,4621-07,INSIZE | اینسایز,,1835000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3557/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3558,4621-08,4621-08,INSIZE | اینسایز,,1835000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3558/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3561,4621-09,4621-09,INSIZE | اینسایز,1536000.00,1835000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3561/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3562,4621-10,4621-10,INSIZE | اینسایز,1713000.00,2042500,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3562/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
2016,4621-100,4621-100,INSIZE | اینسایز,3690000.00,4425000,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/2016/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3658,4621-12,4621-12,INSIZE | اینسایز,,2160000,true,false,true,true,true,true,false,1,https://api.karzartools.com/static/uploads/products/3658/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
3563,4621-15,4621-15,INSIZE | اینسایز,1713000.00,2042500,true,true,true,false,true,true,false,1,https://api.karzartools.com/static/uploads/products/3563/6afbd82ad0b6a257.jpg,true,true,true,UPDATE,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/لیست محصولات.pdf,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,/home/shebahati/KaZar/Product and Data Complete/اندازه گیری/اینسایز/موجودی توزیع کننده 11 شهریور - Sheet1 باز.xlsx,موجود,brand_insize;target_member;matched_current;not_deleted;exact_distributor_match;status_available;positive_proposed_price;no_review_reason;media_ready;commerce_ready;public_sell_ready;state_UPDATE,6973018c3eeaad81327c31084ff9185ac522573976edc678d4be2bd371d056bf
