sha256_original,output_path,post_detected,post_confidence,remaining_logo_yellow,verification_status,product_count
83ebc797b130545e015db082d40c777bc79b94c8a336b9b7c418f65bc2ba751e,/var/tmp/karzar-shopmill-cleanup/repaired_assets/83ebc797b130545e015db082d40c777bc79b94c8a336b9b7c418f65bc2ba751e.png,False,none,0,clean,3
897eefa1e8f70c5ce0c481f4dfcdb380ca64a8ff6158bf71ad2ae4af0c7d95e7,/var/tmp/karzar-shopmill-cleanup/repaired_assets/897eefa1e8f70c5ce0c481f4dfcdb380ca64a8ff6158bf71ad2ae4af0c7d95e7.png,False,none,0,clean,4
8a37236ea105bcd53c954b9051bee412ae744c6f1bd2b1cc403293414ef04328,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8a37236ea105bcd53c954b9051bee412ae744c6f1bd2b1cc403293414ef04328.jpg,False,none,0,clean,1
8b15bd5a1cd6c2f22b3d5419ef8599b29a795b0088272fa886b31b1279152db2,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8b15bd5a1cd6c2f22b3d5419ef8599b29a795b0088272fa886b31b1279152db2.png,False,none,0,clean,6
8bbd623fb4cdc257161df7760c2fb6d6f4d1b982d0b77c7834865fb495e4670b,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8bbd623fb4cdc257161df7760c2fb6d6f4d1b982d0b77c7834865fb495e4670b.png,False,none,0,clean,1
8d257f0e41c1e70b6a3cf1f321121e84ada2cfa5a22ea52f4d9cfb44a2ad9a3b,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8d257f0e41c1e70b6a3cf1f321121e84ada2cfa5a22ea52f4d9cfb44a2ad9a3b.png,False,none,0,clean,1
8e1c1b9ab80e6cd6c39b4929476b7a51cb3751f6a9626d6a08fd60dceda750f5,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8e1c1b9ab80e6cd6c39b4929476b7a51cb3751f6a9626d6a08fd60dceda750f5.png,False,none,0,clean,2
8e363931e2e039083c14f6cd0eaee633d11781344f9f7c813a45d8275157e5af,/var/tmp/karzar-shopmill-cleanup/repaired_assets/8e363931e2e039083c14f6cd0eaee633d11781344f9f7c813a45d8275157e5af.png,False,none,0,clean,4
913cf8b1a9d942ff7e6dfa9301700f3c3cba48874137c5fe0db483681dca2b53,/var/tmp/karzar-shopmill-cleanup/repaired_assets/913cf8b1a9d942ff7e6dfa9301700f3c3cba48874137c5fe0db483681dca2b53.png,False,none,0,clean,2
924faf4dca3a33b621fa5e640c8d6992cfba9b4d7ddff16436707b215308b206,/var/tmp/karzar-shopmill-cleanup/repaired_assets/924faf4dca3a33b621fa5e640c8d6992cfba9b4d7ddff16436707b215308b206.jpg,False,none,0,clean,1
925cf104f1e843d37a6808f03c5af4664cd18467b30406739468781759c469dc,/var/tmp/karzar-shopmill-cleanup/repaired_assets/925cf104f1e843d37a6808f03c5af4664cd18467b30406739468781759c469dc.png,False,none,0,clean,1
92bfa582d917b5e4da6df116634f02116c49b40616e789843fe8013e4fff4b70,/var/tmp/karzar-shopmill-cleanup/repaired_assets/92bfa582d917b5e4da6df116634f02116c49b40616e789843fe8013e4fff4b70.png,False,none,0,clean,3
9768d1b7ea2afec37b0650bf1b91c5479bd3869a2127b087d829dca5d69bdb09,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9768d1b7ea2afec37b0650bf1b91c5479bd3869a2127b087d829dca5d69bdb09.png,False,none,0,clean,5
