product_id,sku,product_slug,product_name,brand_name,category_name,product_is_active,product_deleted,product_is_available,image_count
1904,2381-021,2381-021,ساعت شیطانکی هزارم صفحه بزرگ اینسایز (Insize) مدل 021-2381,INSIZE | اینسایز,ساعت شیطانکی,True,False,True,1
1905,2711-165,2711-165,پرگار دیجیتال داخل اینسایز (Insize) 12.7-165 میلی متر مدل 165-2711,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1906,2711-216,2711-216,پرگار دیجیتال اینسایز (Insize) مدل 216-2711,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1907,2771-360,2771-360,زاویه‌ سنج دیجیتال 360 درجه اینسایز (Insize) مدل 360-2771,INSIZE | اینسایز,زاویه سنج,True,False,True,1
1908,2825-160,2825-160,گیج داخل سیلندر ساعتی اینسایز (Insize) 50-160 میلیمتر مدل 160-2825,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1911,2841-300,2841-300,گیج شفت اینسایز (Insize) 60-300 مدل 300-2841,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1912,2841-500,2841-500,گیج شفت اینسایز (Insize) مدل 500-2841,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1913,2862-102,2862-102,ضخامت سنج ساعتی 10 میلی متری اینسایز (Insize) مدل 102-2862,INSIZE | اینسایز,ساعت اندیکاتور,True,False,True,1
1914,2871-101,2871-101,ضخامت سنج دیجیتال 10-0 میلی متری اینسایز (Insize) مدل 101-2871,INSIZE | اینسایز,عمق سنج,True,False,True,1
1915,3101-225,3101-225,میکرومتر دیجیتال اینسایز (Insize) خارج سنج 200-225 میلی متر مدل 225-3101,INSIZE | اینسایز,انواع میکرومتر,True,False,True,1
1917,3101-275,3101-275,میکرومتر دیجیتال اینسایز (Insize) خارج سنج 250-275 میلی متر مدل 275-3101,INSIZE | اینسایز,انواع میکرومتر,True,False,True,1
1918,3101-300,3101-300,میکرومتر دیجیتال اینسایز (Insize) خارج سنج 275-300 میلی متر مدل 300-3101,INSIZE | اینسایز,انواع میکرومتر,True,False,True,1
1919,3108-100,3108-100,میکرومتر دیجیتال اینسایز (Insize) 100-75 میلی متر خارج سنج مدل 100-3108,INSIZE | اینسایز,انواع میکرومتر,True,False,True,1
1920,3109-100,3109-100,میکرومتر دیجیتال اینسایز (Insize) 100-75 میلی متر خارج سنج مدل 100-3109,INSIZE | اینسایز,انواع میکرومتر,True,False,False,1
1927,3109-275,3109-275,میکرومتر دیجیتال اینسایز (Insize) 250-275 میلی متر خارج سنج مدل 275-3109,INSIZE | اینسایز,انواع میکرومتر,True,False,True,1
