id,sku,catalog_code,confidence,match_rule,name,range,accuracy,resolution,series,pdf_page
1853,1215-622,1215-622,very_high,exact_code,کولیس معمولی اینسایز (Insize) 60 سانتی متر فک بلند 15 سانت مدل 622-1215,"0-600mm/0-24""",±0.06mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1852,1215-532,1215-532,very_high,exact_code,کولیس معمولی اینسایز (Insize) 50 سانتی متر فک بلند 20 سانت مدل 532-1215,"0-500mm/0-20""",±0.06mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1851,1215-522,1215-522,very_high,exact_code,کولیس معمولی اینسایز (Insize) 50 سانتی متر فک بلند 15 سانت مدل 522-1215,"0-500mm/0-20""",±0.06mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1850,1215-392,1215-392,very_high,exact_code,کولیس معمولی اینسایز (Insize) 30 سانتی متر فک بلند 9 سانت مدل 392-1215,"0-300mm/0-12""",±0.05mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1849,1215-322,1215-322,very_high,exact_code,کولیس معمولی اینسایز (Insize) 30 سانتی متر فک بلند 15 سانت مدل 322-1215,"0-300mm/0-12""",±0.05mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1848,1215-1052,1215-1052,very_high,exact_code,کولیس ورنیه اینسایز( Insize) 100 سانتی متر فک بلند مدل 1052-1215,"0-1000mm/0-40""",±0.11mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1847,1215-1032,1215-1032,very_high,exact_code,کولیس اینسایز (Insize) 1 متری فک بلند مدل 1032-1215,"0-1000mm/0-40""",±0.08mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1846,1214-600,1214-600,very_high,exact_code,کولیس اینسایز (Insize) 60 سانتی متر مدل 600-1214,"0-600mm/0-24""",±0.05mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1845,1214-500,1214-500,very_high,exact_code,کولیس اینسایز (Insize) 50 سانتی متر مدل 500-1214,"0-500mm/0-20""",±0.05mm,"0.02mm/0.001""",VERNIER CALIPERS (SEPARATE TYPE),51
1844,1208-824,1208-824,very_high,exact_code,کولیس 80 سانت اینسایز (Insize) یک تکه فک 15 سانت مدل 824-1208,"0-800mm/0-32""",±0.09mm,,,
1843,1208-524,1208-524,very_high,exact_code,کولیس 50 سانت اینسایز (Insize) یک تکه فک 15 سانت مدل 524-1208,"0-500mm/0-20""",±0.08mm,,,
1842,1208-511,1208-511,very_high,exact_code,کولیس 50 سانت اینسایز (Insize) یک تکه فک 10 سانت مدل 511-1208,0-500mm,±0.05mm,,,
1841,1196-300,1196-300,very_high,exact_code,کولیس دیجیتال اینسایز (insize) 30 سانتی متر مدل 300-1196,"0-300mm/0-12""",±0.03mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS (FRACTION READING),37
1830,1172-200,1172-200,very_high,exact_code,کولیس دیجیتال اینسایز( Insize) 20 سانتی متر فک پهن مدل 200-1172,"0-200mm/0-8""",±0.07mm,"0.01mm/0.0005""",RELATIVE PRODUCT: CRIMP HEIGHT DATA DIGITAL CRIMP HEIGHT CALIPERS,85
1829,1170-300,1170-300,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 30 سانتی متر فک بلند مدل 300-1170,"0-300mm/0-12""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,41
1828,1169-150,1169-150,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 15 سانتی متر فک باریک مدل 150-1169,"0-150mm/0-6""",±0.03mm,"0.01mm/0.0005""",DIGITAL OUTSIDE GROOVE CALIPERS,71
1826,1156-600,1156-600,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 60 سانتی متر پایه دار مدل 600-1156,"0-600mm/0-24""",±0.05mm,"0.01mm/0.0005""",DIGITAL HEIGHT GAUGES WITH DRIVING WHEEL,115
1825,1156-300,1156-300,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 30 سانتی متر پایه دار مدل 300-1156,"0-300mm/0-12""",±0.03mm,"0.01mm/0.0005""",DIGITAL HEIGHT GAUGES WITH DRIVING WHEEL,115
1824,1151-600,1151-600A,very_high,unique_letter_suffix,کولیس پایه دار دو میله دیجیتال اینسایز (Insize) 60 سانت مدل 600-1151,"0-600mm/0-24""",±0.05mm,"0.01mm/0.0005""",DIGITAL HEIGHT GAUGES,116
1823,1151-300,1151-300A,very_high,unique_letter_suffix,کولیس پایه دار دو میله دیجیتال اینسایز (Insize) 30 سانت مدل 300-1151,"0-300mm/0-12""",±0.04mm,"0.01mm/0.0005""",DIGITAL HEIGHT GAUGES,116
1809,1140-150,1140-150,very_high,exact_code,عمق سنج دیجیتال اینسایز (Insize) 15 سانت با میله گرد مدل 150-1140,"0-150mm/0-6""",±0.03mm,"0.01mm/0.0005""",DATA MINI DIGITAL DEPTH GAUGES,101
1808,1140-100,1140-100,very_high,exact_code,عمق سنج دیجیتال اینسایز (Insize) 10 سانت با میله گرد مدل 100-1140,"0-100mm/0-4""",±0.02mm,"0.01mm/0.0005""",DATA MINI DIGITAL DEPTH GAUGES,101
1807,1136-601,1136-601,very_high,exact_code,کولیس دو فک اینسایز (Insize) دیجیتال 60 سانتی متر مدل 601-1136,"0-600mm/0-24""",±0.05mm,"0.01mm/0.0005""",DIGITAL CALIPERS,48
1806,1136-503,1136-503,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) دو فک 50 سانت فک 20 سانت مدل 503-1136,"0-500mm/0-20""",±0.06mm,"0.01mm/0.0005""",DIGITAL CALIPERS,48
1805,1136-502,1136-502,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) دو فک 50 سانت فک 15 سانت مدل 502-1136,"0-500mm/0-20""",±0.06mm,"0.01mm/0.0005""",DIGITAL CALIPERS,48
1804,1136-501,1136-501,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 50 سانتی متر دو فک مدل 501-1136,"0-500mm/0-20""",±0.05mm,"0.01mm/0.0005""",DIGITAL CALIPERS,48
1803,1135-601,1135-601,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 60 سانتی متر دو فک مدل 601-1135,"0-600mm/0-24""",±0.05mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,49
1802,1123-300,1123-300A,very_high,unique_letter_suffix,کولیس داخل دیجیتال اینسایز (Insize) 30 سانت مدل 300-1123,"24-300mm/0.9-12""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL INSIDE KNIFE-EDGE CALIPERS,73
1800,1122-300,1122-300,very_high,exact_code,کولیس دیجیتال شیار اینسایز( Insize) 30 سانتی متر مدل 300-1122,"4-300mm/0.16-12""",±0.04mm,"0.01mm/0.0005""",DATA DIGITAL HOOK CALIPERS,79
1791,1114-300,1114-300A,very_high,unique_letter_suffix,کولیس دیجیتال 30 سانتی فلزی (متال) اینسایز(Insize) مدل 300-1114,"0-300mm/0-12""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
1790,1114-200,1114-200A,very_high,unique_letter_suffix,کولیس دیجیتال اینسایز (Insize) 20 سانتی متر فلزی (متال) مدل 200-1114,"0-200mm/0-8""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
1789,1114-150,1114-150A,very_high,unique_letter_suffix,کولیس دیجیتال اینسایز (Insize) 15 سانتی متر فلزی (متال) مدل 150-1114,"0-150mm/0-6""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
1788,1111-100,1111-100A,very_high,unique_letter_suffix,کولیس دیجیتال 10 سانتی متری اینسایز (Insize) مدل 100-1111,"0-100mm/0-4""",±0.02mm,"0.01mm/0.0005""",MINI DIGITAL CALIPERS,42
1787,1108-300,1108-300,very_high,exact_code,کولیس دیجیتال اینسایز (insize) 30 سانتی متر مدل 300-1108,"0-300mm/0-12""",±0.03mm,"0.01mm/0.0005""",ATTENTION: THE WORKING LIFE OF WIRELESS DIGITAL CALIPERS (ZIGBEE),35
1786,1108-200,1108-200,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 20 سانتی متر مدل 200-1108,"0-200mm/0-8""",±0.03mm,"0.01mm/0.0005""",ATTENTION: THE WORKING LIFE OF WIRELESS DIGITAL CALIPERS (ZIGBEE),35
1784,1106-802,1106-802,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 80 سانتی متر فک بلند 15 سانت مدل 802-1106,"0-800mm/0-32""",±0.07mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1783,1106-603,1106-603,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 60 سانتی متر فک بلند 20 سانت مدل 603-1106,"0-600mm/0-24""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1782,1106-602,1106-602,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 60 سانتی متر فک بلند 15 سانت مدل 602-1106,"0-600mm/0-24""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1781,1106-601,1106-601,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 60 سانتی متر مدل 601-1106,"0-600mm/0-24""",±0.05mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1780,1106-505,1106-505,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 50 سانتی متر فک بلند 30 سانت مدل 505-1106,"0-500mm/0-20""",±0.08mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1779,1106-503,1106-503,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 50 سانتی متر فک بلند 20 سانت مدل 503-1106,"0-500mm/0-20""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1778,1106-502,1106-502,very_high,exact_code,کولیس دیجیتال اینسایز(insize) 50 سانتی متر فک بلند 15 سانت مدل 502-1106,"0-500mm/0-20""",±0.06mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1777,1106-501,1106-501,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 50 سانتی متر مدل 501-1106,"0-500mm/0-20""",±0.05mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1776,1106-302,1106-302,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 30 سانتی متر فک بلند مدل 302-1106,"0-300mm/0-12""",±0.05mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1775,1106-301,1106-301,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 30 سانتی‌ متری فک بلند مدل 301-1106,"0-300mm/0-12""",±0.05mm,"0.01mm/0.0005""",DATA DIGITAL CALIPERS,47
1774,1103-300,1103-300,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 30 سانتی متر مدل 300-1103,"0-300mm/0-12""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
1773,1103-200,1103-200,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 20 سانتی متر مدل 200-1103,"0-200mm/0-8""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
1772,1103-150,1103-150,very_high,exact_code,کولیس دیجیتال اینسایز (Insize) 15 سانتی متر مدل 150-1103,"0-150mm/0-6""",±0.03mm,"0.01mm/0.0005""",DIGITAL CALIPERS (ABSOLUTE SYSTEM),36
