product_id,sku,brand,category,active_block,availability_block,price_block,image_block,other_block,block_count
2126,516-938,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),False,True,True,False,False,2
2127,516-341,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2128,516-971,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2129,516-945,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2130,516-946,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2131,516-947,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2132,516-948,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2133,516-952,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2134,516-955,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2135,516-130,Mitutoyo | میتوتویو,راپورتر(گیج بلوک-گیج بلاک),True,True,True,True,False,4
2136,156-101,Mitutoyo | میتوتویو,پایه ساعت,True,False,False,True,False,2
2137,513-404E,Mitutoyo | میتوتویو,ساعت شیطانکی,False,True,True,False,False,2
2139,513-404T,Mitutoyo | میتوتویو,ساعت شیطانکی,False,True,True,False,False,2
2140,901312,Mitutoyo | میتوتویو,قطعات یدکی,True,False,False,True,False,2
2141,293-831,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2142,395-271,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2143,500-754,Mitutoyo | میتوتویو,انواع کولیس,True,False,False,True,False,2
2149,511-712,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2150,511-713,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2151,511-714,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
2152,511-715,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2153,511-716,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2154,511-721,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2155,511-722,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2156,511-723,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,False,False,True,False,2
2157,511-725,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
2158,511-726,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
2160,526-173,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
